birth_date,email,first_name,gender,last_name,middle_name,phone,postcode,state,street_address,suburb
19/12/1942,tavie.watkins@aol.com,tavie,f,watkins,luann, 03  7356  3012 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
24/12/1950,allen7@mail.com.au,allen,f,gorham,wade, 08  5401  3064 ,6030.0,wa, 85  hester  street  cambrai  vlge ,merriwa
Inconsistent,drake.greeson@mail.com.au,drake,f,greeson,rashawn, 03  4460  5482 ,3472.0,vic,Inconsistent,Inconsistent
27/11/1979,alejandro33@mail.com.au,alejandro,f,armstrong,antonio,Invalid,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,harris79@mail.com,johnny,m,harris,johannes, 02  6294  0405 ,2250.0,nsw,Inconsistent,Inconsistent
Inconsistent,bryant58@yahoo.com,clifton,m,bryant,donald, 02  0714  5211 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,william.wallace@yahoo.com,william,f,wallace,calton, 07  1136  5564 ,4061.0,qld,Inconsistent,Inconsistent
26/11/1996,parry.paul@mail.com.au,paul,f,parry,thomas, 02  8788  5200 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,brumley59@gmail.com,charles,f,brumley,lee, 02  5723  2369 ,2340.0,nsw, 76  panorama  road  calala  street ,tamworth
Inconsistent,gerald.ireland@mail.com.au,gerald,m,ireland,joel, 08  8319  4631 ,835.0,nt,Inconsistent,Inconsistent
10/10/1985,ljipfaejgq@hotmail.com,john,m,bowman,craig, 08  7009  6214 ,6149.0,wa, 115  bullcreek  drive  air  force  memorial  est , bull  creek 
Inconsistent,lrohfhqmbo@mail.com.au,nicholas,f,narbonne,jason, 02  2845  8679 ,2282.0,nsw, 478  the  esplanade  bay  arcade , warners  bay 
Inconsistent,Invalid,chester,f,slaughter,mitchell, 03  7299  4583 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,coleman.darryl@aol.com,darryl,f,coleman,white, 08  6131  2817 ,822.0,nt, 556  middle  road  top  camp ,maningrida
Inconsistent,kamie.ford@mail.com,kamie,f,ford,bailey, 03  0011  9146 ,Inconsistent,tas,Inconsistent,Inconsistent
Inconsistent,scott98@hotmail.com,scott,f,jackson,thoreau, 02  8005  1462 ,2831.0,nsw, 7  narromine  street  kirribili ,nevertire
Inconsistent,tpgokjqmlj@mail.com.au,nicholas,f,javoroski,robert, 02  9575  5558 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,judy47@mail.com.au,judy,f,cox,annette, 08  4081  5724 ,Inconsistent,nt,Inconsistent,Inconsistent
Inconsistent,chapman.jeanette@mail.com,jeanette,f,chapman,rouse, 03  8604  4618 ,3121.0,vic, 55  stanley  street  aprt  9 ,richmond
Inconsistent,flmsktjgnh@mail.com.au,daniel,m,hight,j, 03  7849  3959 ,3152.0,vic, 2  old  stud  road  wantirna  retirement  village ,wantirna
Inconsistent,betty.large@yahoo.com,betty,f,large,sapp, 08  0382  6813 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,joseph50@yahoo.com,joseph,f,beasley,jeffrey, 02  1962  1566 ,2900.0,act, 236  cowlishaw  street  lakeview  house ,greenway
Inconsistent,njqpslfphm@gmail.com,anika,f,bennett,lasha, 08  9942  2107 ,820.0,nt, 6  banyan  street  unt  6 , fannie  bay 
Inconsistent,olmstead1@mail.com,diane,f,olmstead,glover, 02  1674  1029 ,2604.0,act, 11  howitt  street  the  avenue ,kingston
Inconsistent,etadnnibcp@aol.com,rodney,f,reitz,benson, 07  2302  5138 ,4575.0,qld,Inconsistent,Inconsistent
27/11/2004,anthony.elkins@yahoo.com,anthony,f,elkins,j, 02  8871  9575 ,2606.0,act, 1  neptune  street  bonner  court ,woden
Inconsistent,harris25@aol.com,eugenia,f,harris,c, 02  3809  5233 ,2145.0,nsw, 53  binalong  road  mayflower  village , pendle  hill 
Inconsistent,harris25@aol.com,eugenia,f,harris,c, 02  3809  5233 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,sghkdtjdcr@yahoo.com,jack,m,alston,l, 02  9341  7245 ,2260.0,nsw, 121  terrigal  drive  bellbird  caravan  park ,terrigal
Inconsistent,mccutcheon.gary@mail.com,gary,m,mccutcheon,henry, 08  3542  3562 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,richard.chamberlin@aol.com,richard,f,chamberlin,sterling, 02  3817  3514 ,2070.0,nsw, 2  ulmarra  place  aprt  243 , east  lindfield 
Inconsistent,emerson9@mail.com,brian,m,emerson,b, 08  7849  8927 ,6102.0,wa, 7  jarrah  road  lindsey  rise ,bentley
Inconsistent,melvin.ronald@mail.com,ronald,f,melvin,frazier, 08  0940  7581 ,845.0,nt, 1  windmill  road  rum  jungle ,batchelor
Inconsistent,melvin.ronald@mail.com,ronald,f,melvin,frazier, 08  0940  7581 ,845.0,nt, 1  windmill  road  rum  jungle ,batchelor
29/11/1955,george.mcallister@yahoo.com,george,m,mcallister,rudolph, 07  6501  0927 ,Inconsistent,qld,Inconsistent,Inconsistent
29/11/1955,george.mcallister@yahoo.com,george,m,mcallister,rudolph, 07  6501  0927 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,Invalid,mitchell,Inconsistent,bowen,bryant, 02  3668  4944 ,2538.0,nsw, 1  thomas  street  the  manse ,milton
Inconsistent,jones64@hotmail.com,patricia,f,jones,margaret, 08  1277  6063 ,835.0,nt, 40  kaolin  road  virginia  estate ,virginia
17/10/1959,Invalid,douglas,f,cummings,scott,Invalid,2795.0,nsw, 216  box  ridge  road  oaky  hill ,turondale
Inconsistent,amy73@aol.com,amy,f,brown,n, 08  0461  8358 ,Inconsistent,sa,Inconsistent,Inconsistent
Inconsistent,buring25@hotmail.com,holly,f,buring,nicole, 08  4779  7127 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
18/12/1993,carrie.futrell@mail.com.au,carrie,f,futrell,michelle, 03  5381  8544 ,Inconsistent,vic,Inconsistent,Inconsistent
18/12/1993,carrie.futrell@mail.com.au,carrie,f,futrell,michelle, 03  5381  8544 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,young.david@hotmail.com,david,m,young,jamie, 08  6271  1174 ,800.0,nt, 29  cavenagh  street  chin  arcade ,darwin
Inconsistent,rita.bednarik@mail.com.au,rita,f,bednarik,shenae, 03  6957  2873 ,7320.0,tas,Inconsistent,burnie
13/10/1951,hayes.jessica@mail.com.au,jessica,f,hayes,nicole, 07  8335  1321 ,4815.0,qld, 5  saintly  court  thuringowa  city ,kelso
Inconsistent,michael52@gmail.com,michael,Inconsistent,lane,edwin, 03  2168  1348 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,neptune66@gmail.com,andrew,m,neptune,ladd, 07  3492  1257 ,4350.0,qld, 258  spring  street  yukana  retirement  village ,toowoomba
Inconsistent,neptune66@gmail.com,andrew,m,neptune,ladd, 02  8918  1663 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,daniel60@mail.com,daniel,m,bendell,oneal, 02  1911  6546 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,micah66@hotmail.com,micah,m,draper,vinicio, 03  2522  3681 ,3418.0,Inconsistent,Inconsistent,Inconsistent
Inconsistent,Invalid,micah,m,draper,vinicio, 08  6540  0760 ,822.0,nt, 1  milikapiti  street  snake  bay , melville  island 
29/10/1989,connelly.jessica@gmail.com,jessica,f,connelly,whitesides, 03  4097  3396 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,john5@aol.com,john,f,misenheimer,gregory, 02  9996  0636 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,hawkins4@hotmail.com,anthony,f,hawkins,michael, 02  6810  0914 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,hunt71@gmail.com,matthew,m,hunt,daniel, 07  1840  6101 ,4567.0,qld, 6  quamby  place  noosa  harbour  reserve , noosa  heads 
Inconsistent,odom47@aol.com,gurmukh,m,odom,dwight, 02  3051  6740 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,pntkigbeoa@hotmail.com,brian,m,alphin,david, 03  5533  5951 ,3175.0,vic, 7  way  drive  willow  lodge ,dandenong
Inconsistent,savana91@gmail.com,savana,f,rosa,rose, 07  2287  7251 ,4020.0,qld, 20  adams  street  apt  5 ,scarborough
28/10/1999,michael48@mail.com,michael,m,grier,michael, 08  1043  9233 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
20/10/1953,kevin.insixiengmay@mail.com,kevin,f,insixiengmay,curtis, 03  4716  0622 ,7249.0,tas, 16  hobart  road  aldersgate  home , kings  meadows 
Inconsistent,morgan.katherine@mail.com.au,katherine,f,morgan,shirling, 08  4028  5832 ,880.0,nt, 2  mathew  flinders  street  gove  house ,gove
Inconsistent,fmdkssedai@aol.com,george,m,fairfax,harding, 02  0870  6372 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,lun.hamilton@mail.com.au,hamilton,m,lun,wayne, 07  9558  5820 ,4226.0,qld, 30  bollard  circuit  the  moorings , clear  island  waters 
Inconsistent,lun.hamilton@mail.com.au,hamilton,m,lun,wayne, 08  5130  1841 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,idbpabakia@mail.com,timothy,m,vogler,eugene, 02  0589  4732 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,idbpabakia@mail.com,timothy,m,vogler,eugene, 02  0589  4732 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,rebecca44@aol.com,rebecca,f,holt,jane, 02  3690  4125 ,2346.0,nsw, 17  strafford  street  seymour  house ,manilla
Inconsistent,richardson.megan@aol.com,megan,f,richardson,e,Invalid,2575.0,nsw, 1  joadja  road  joadja  creek  farm ,mittagong
11/10/1961,melanie87@yahoo.com,melanie,f,barto,colbert, 07  1367  5737 ,Inconsistent,qld,Inconsistent,Inconsistent
11/10/1961,melanie87@yahoo.com,melanie,f,barto,colbert, 07  1367  5737 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,jjggocabnt@mail.com,edmond,f,hart,lamont, 02  6027  7329 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,skmefligpe@mail.com,connie,f,thomas,morgan, 02  8351  8590 ,2251.0,nsw, 41  bungoona  road  broadwater  court ,kincumber
Inconsistent,james30@hotmail.com,james,m,gale,roger, 02  8118  8176 ,2601.0,act, 40  marcus  clarke  street  canberra  hse , canberra  city 
31/10/1996,barbara.casper@mail.com.au,barbara,f,casper,grace, 02  8586  6128 ,2795.0,nsw, 985  blayney  road  macarthur  park , evans  plains 
Inconsistent,fhnijlrapq@yahoo.com,harvey,f,torain,ingram, 02  9935  2688 ,2606.0,act, 26  mansfield  place  connorville  garden ,phillip
Inconsistent,pulliam82@mail.com.au,natalie,Inconsistent,pulliam,d, 02  3249  7727 ,2500.0,nsw, 8  rowland  avenue  crana  place ,wollongong
Inconsistent,hanowell.jay@aol.com,jay,f,hanowell,wayne, 02  0415  6612 ,2125.0,nsw, 7  hillside  place  new  lawn , west  pennant  hills 
Inconsistent,edward.parker@hotmail.com,edward,f,parker,mccoy, 03  5616  3840 ,3630.0,vic, 89  grevillea  court  tarcoola ,shepparton
Inconsistent,alvin.humphries@gmail.com,alvin,f,humphries,bryan, 08  2281  8262 ,6004.0,wa, 47  forrest  avenue  city  towers , east  perth 
Inconsistent,lokjspojmf@mail.com.au,charman,f,lindley,bible, 03  9457  0990 ,3749.0,vic,Inconsistent,Inconsistent
Inconsistent,lokjspojmf@mail.com.au,charman,f,lindley,bible, 03  9457  0990 ,3749.0,vic,Inconsistent,Inconsistent
Inconsistent,james2@mail.com.au,james,m,edwards,orvilleherman, 03  4416  8062 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,avalon20@aol.com,avalon,f,sharpe,thomas, 03  1306  3063 ,3351.0,vic, 105  waddell  road  broadbridge  manor , smythes  creek 
Inconsistent,silas48@aol.com,silas,f,manning,roy, 08  6914  2217 ,800.0,nt, 81  smith  street  aant  house ,darwin
Inconsistent,Invalid,brent,f,mcdowell,danny, 02  8709  0146 ,2430.0,nsw,Inconsistent,Inconsistent
Inconsistent,mahan86@aol.com,james,m,mahan,edward, 07  6453  5164 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
10/10/1999,howell.timothy@gmail.com,timothy,m,howell,van, 02  3257  2302 ,2824.0,nsw, 64  park  way  gunning  bar ,warren
Inconsistent,jorge.williams@mail.com.au,jorge,m,williams,alan, 02  9496  0450 ,2605.0,Inconsistent,Inconsistent,Inconsistent
30/11/1954,Invalid,carolyn,f,patton,o, 03  1027  0343 ,3207.0,vic, 12  princes  street  apt  201 , port  melbourne 
26/11/1972,oiecfrmjjt@aol.com,peter,f,depriest,arey,Invalid,2259.0,nsw, 159  mulloway  road  teraglin  caravan  park , chain  valley  bay 
Inconsistent,thomas.cooper@mail.com.au,thomas,m,cooper,alexander, 02  4415  1763 ,2315.0,nsw, 3  garden  place  oyster  farm , shoal  bay 
Inconsistent,Invalid,nicholas,m,chase,david, 07  6633  0680 ,4215.0,qld, 10  marine  parade  huntington  apartments ,southport
Inconsistent,mary35@gmail.com,mary,f,bartlett,lou, 02  1219  1673 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,richard.jackson@gmail.com,richard,m,jackson,devonte, 07  3998  9250 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,mebmhbmqip@mail.com.au,richard,m,archer,john,Invalid,3125.0,vic, 359  warrigal  road  highwood  court ,burwood
30/11/1984,mcdaniel.james@aol.com,james,m,mcdaniel,l, 08  9670  9409 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
30/11/1984,mcdaniel.james@aol.com,james,m,mcdaniel,l, 08  5851  5782 ,830.0,nt, 17  university  avenue  palm  plaza ,palmerston
Inconsistent,moore.nancy@mail.com,nancy,f,moore,king, 02  3829  1550 ,2068.0,nsw, 77  warrane  road  house  7 ,willoughby
Inconsistent,andre.williams@mail.com,andre,f,williams,george, 08  0402  0530 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,omaringozi78@mail.com,omaringozi,m,miller,r, 08  2972  9809 ,Inconsistent,nt,Inconsistent,Inconsistent
Inconsistent,palmer47@yahoo.com,matthew,Inconsistent,palmer,williams, 02  7318  2778 ,2257.0,nsw, 77  arras  avenue  peninsula  vlge ,umina
Inconsistent,michael.hernandez@gmail.com,michael,Inconsistent,hernandez,franklin, 03  4314  1901 ,3644.0,vic, 63  lakeside  court  oasis  village ,cobram
Inconsistent,harris.joy@yahoo.com,joy,f,harris,kathleen, 02  1903  7321 ,2820.0,nsw, 81  gobolion  street  yarra ,wellington
Inconsistent,dnlqqleief@hotmail.com,derek,m,collins,brooks, 02  7634  7908 ,Inconsistent,act,Inconsistent,Inconsistent
Inconsistent,rothgeb.walter@aol.com,walter,m,rothgeb,robert, 03  2855  9211 ,3046.0,vic, 25  grandview  street  flt  2 ,glenroy
Inconsistent,stephen.mullins@mail.com.au,stephen,f,mullins,braxton, 07  7800  2536 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,michael.roger@hotmail.com,roger,f,michael,jamaine, 02  3585  4315 ,2800.0,nsw, 15  baker  street  spring  street , spring  hill 
Inconsistent,gldnhqblig@gmail.com,robert,f,cannady,dewane, 08  8470  1257 ,Inconsistent,nt,Inconsistent,Inconsistent
Inconsistent,gail.collins@hotmail.com,gail,f,collins,nicole, 08  5749  6844 ,5211.0,sa, 86  maud  street  rosetta  village , victor  harbor 
Inconsistent,evans1@hotmail.com,danny,f,evans,wade, 03  4675  8998 ,7255.0,tas, 1581  memana  road  farnham ,memana
Inconsistent,laura14@aol.com,laura,f,little,p, 08  7131  4113 ,5253.0,sa, 7  eleanor  terrace  flt  7 , murray  bridge 
Inconsistent,fred52@aol.com,fred,m,sanders,william, 02  0573  1314 ,2800.0,nsw, 1  woodward  street  dp  668989 ,orange
Inconsistent,jnisjlcqnr@aol.com,jesse,f,klingmann,franklin, 03  0947  1915 ,7252.0,tas, 63  nelson  drive  burlington  garden ,dilston
Inconsistent,phear36@mail.com,phear,Inconsistent,patterson,c, 03  7223  4024 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,phear36@mail.com,phear,Inconsistent,patterson,c,Invalid,Inconsistent,qld,Inconsistent,Inconsistent
18/10/1992,oakes40@gmail.com,jessica,Inconsistent,oakes,marie,Invalid,2125.0,nsw, 7  hillside  place  new  lawn , west  pennant  hills 
Inconsistent,boggs35@mail.com.au,james,m,boggs,christopher, 07  3422  9322 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,smith56@aol.com,william,Inconsistent,smith,greg,Invalid,Inconsistent,tas,Inconsistent,Inconsistent
Inconsistent,dennis.gregory@gmail.com,dennis,Inconsistent,gregory,eugene, 07  0829  5984 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,williams.daniel@gmail.com,daniel,f,williams,channing, 03  0648  0449 ,2460.0,Inconsistent,Inconsistent,Inconsistent
Inconsistent,clarence60@gmail.com,clarence,Inconsistent,limehouse,robert, 07  5041  5179 ,4352.0,qld, 918  balgowan  street  toowoomba ,acland
Inconsistent,larry50@mail.com,larry,f,wade,kirk, 08  3651  2403 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,hemauer37@hotmail.com,burtis,f,hemauer,james, 02  0957  9085 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,Invalid,daniel,m,flemings,william, 07  4292  1496 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,teresa75@hotmail.com,teresa,f,helms,marie, 02  4686  8348 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
15/12/1987,smith85@hotmail.com,steven,f,smith,anthony, 07  0365  9108 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,oliver.johnny@mail.com.au,johnny,m,oliver,cornelius, 08  1079  1243 ,2444.0,Inconsistent,Inconsistent,Inconsistent
Inconsistent,j.price@gmail.com,j,f,price,l, 02  3160  1347 ,2583.0,nsw, 1  doonkuna  street  doonkuna ,crookwell
Inconsistent,cynthia71@yahoo.com,cynthia,f,johnson,mcmasters, 02  5026  4548 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,cynthia71@yahoo.com,cynthia,f,johnson,mcmasters, 02  5026  4548 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,christopher.gordy@mail.com.au,christopher,f,gordy,lee, 02  0517  8823 ,Inconsistent,nsw,Inconsistent,Inconsistent
12/10/1950,siaemlqlbn@mail.com.au,katie,Inconsistent,vera,b, 03  5196  7116 ,3122.0,vic, 9  glenroy  road  fl  3 ,hawthorn
Inconsistent,lauri.fisher@hotmail.com,lauri,f,fisher,elizabeth, 02  5960  7689 ,2259.0,nsw,Inconsistent,Inconsistent
Inconsistent,Invalid,donna,Inconsistent,hicks,b, 03  2273  1866 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,pittman40@aol.com,holly,f,pittman,alison, 03  3135  1934 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,pittman40@aol.com,holly,f,pittman,alison, 03  3135  1934 ,3224.0,vic, 25  brinsmead  lane  leo-villa ,leopold
Inconsistent,dana.jones@aol.com,dana,f,jones,timothy, 03  3654  3016 ,3444.0,vic, 1351  sidonia  road  balkebah ,baynton
Inconsistent,jikltkamqm@gmail.com,tonya,f,brown,f, 08  7849  3347 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,jikltkamqm@gmail.com,tonya,f,brown,f, 08  7849  3347 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,franklin.davis@hotmail.com,franklin,m,davis,scott, 07  0228  0504 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,samuel.brown@aol.com,samuel,f,brown,michael, 08  9747  1598 ,5204.0,sa, 1010  yankalilla  road  section ,normanville
Inconsistent,kjmmctmhdk@hotmail.com,kay,Inconsistent,oxendine,l, 03  2728  6353 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,Invalid,kay,Inconsistent,oxendine,l, 03  2728  6353 ,3393.0,vic, 1  koschitzke's  road  topkat  grains ,warracknabeal
14/12/1954,maola.lawrence@hotmail.com,lawrence,m,maola,robert, 07  3620  4831 ,4220.0,qld, 2  sullivans  road  st  andrews  aged  care ,andrews
Inconsistent,christian80@mail.com.au,christian,f,sykes,jerron, 03  5830  8530 ,3444.0,vic, 46  warren  street  oak  hill  estate ,kyneton
Inconsistent,Invalid,joseph,m,rose,geoffrey, 08  9575  2487 ,845.0,nt, 1  windmill  road  rum  jungle ,batchelor
Inconsistent,corbitt.thurman@aol.com,thurman,f,corbitt,david, 03  2807  0919 ,7277.0,tas, 452  bridgenorth  road  fernbrook ,legana
28/10/2000,rohlke.charles@yahoo.com,charles,m,rohlke,marshall, 02  3865  0718 ,2262.0,nsw, 2  macleay  drive  sunnylake  caravan ,budgewoi
Inconsistent,loznicka.charles@gmail.com,charles,m,loznicka,perry, 07  8819  8423 ,4309.0,qld, 916  tarome  road  aratula  street ,tarome
Inconsistent,smith48@mail.com,thomas,m,smith,earl, 02  6122  7136 ,2251.0,nsw, 44  bungoona  road  broadwater  court ,kincumber
Inconsistent,simmons17@mail.com,donald,f,simmons,lawrence, 02  9092  3033 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,simmons17@mail.com,donald,f,simmons,lawrence, 02  2803  1633 ,2795.0,nsw, 117  mountain  straight  street  mount  panorama ,bathurst
Inconsistent,nmasshlgtm@mail.com.au,sharon,f,shortt,teel, 07  9819  1130 ,4610.0,qld, 1  wieden  street  rp  152772 ,kingaroy
Inconsistent,fsscsjqnio@hotmail.com,andrew,m,magraff,musleh, 08  8835  4490 ,820.0,nt, 8  winnellie  road  kennon's  estate ,winnellie
Inconsistent,ashley.cook@mail.com.au,ashley,f,cook,ferrell, 03  2286  5266 ,3285.0,vic, 5305  princes  highway  woodlawn ,codrington
Inconsistent,taiyan27@yahoo.com,taiyan,f,dickerson,john, 02  7379  3812 ,2602.0,Inconsistent,Inconsistent,Inconsistent
Inconsistent,bptfjctkip@gmail.com,anthony,f,blevins,t, 03  2225  8815 ,3091.0,vic, 128  north  oatlands  road  kenwyn ,yarrambat
Inconsistent,duvall.donald@mail.com.au,donald,m,duvall,danner, 08  7915  7205 ,830.0,nt, 17  university  avenue  palm  plaza ,palmerston
Inconsistent,bunn76@mail.com,dustin,m,bunn,allen, 07  1413  6959 ,4218.0,qld, 100  old  burleigh  road  aprt  74 ,broadbeach
Inconsistent,sallee.tinney@gmail.com,sallee,Inconsistent,tinney,lindsey, 02  2271  6225 ,2830.0,nsw, 29  old  dubbo  road  gleneira ,dubbo
