rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R58288982,c159882882,heather,e,nix,f,27,13/7/1993, 191  kamilaroo  avenue  lakeside  leisure  vlge , lake  munmorah ,2259.0,nsw, 02  9803  9745 ,heather.nix@gmail.com,secondary-school,farm-worker,, 4336  4993  8006  1519 ,8,2020-06-11t07:24+00:00
R10761563,d171163065,charles,,miller,m,15,22/10/2005, 95  hilton  road  karalta ,sassafras,3787.0,vic, 03  3080  0262 ,miller.charles@gmail.com,secondary-school,,0.0,,0,2020-02-02t10:32+00:00
R08532300,a153003028,steven,buford,carter,m,65,2/12/1954, Bruce  Highway ,Maryborough,4650.0,QLD, 07  5046  5965 ,steven76@hotmail.com,graduate-certificate,health-professional,-9999.0, 5807  0777  8689  3056 ,47,2019-12-03T22:10+00:00
R94363552,a159635324,jimmy,,green,f,81,4/8/1939, 275  george  street  windsor  dental  centre ,windsor,2756.0,nsw, 02  4690  6709 ,chmighoign@hotmail.com,senior-secondary-school,re-tired,-9999.0, 7324  4146  8209  1117 ,45,2020-07-03t22:55+00:00
R90255393,h192350935,karen,e,marshall,f,20,16/11/2000, 150  glen  road  glenroad ,craven,2422.0,nsw, 02  1467  1435 ,marshall52@mail.com.au,secondary-school,machinary-driver,14345.0, 8737  1337  0790  0753 ,1,2020-07-19t13:16+00:00
R02426644,f140626424,james,neil,covington,m,49,5/6/1971, 211  wellington  south  parade  apt  52 , east  melbourne ,3002.0,vic, 03  8732  6618 ,covington.james@aol.com,bachelor-degree,ict-technician,125915.0, 8738  2641  7462  7121 ,28,2018-08-06t11:10+00:00
R93976958,h193579689,eugene,adam,chestnut,m,24,8/1/1996, 46  travers  street  thornleigh , wagga  wagga ,2650.0,nsw, 02  4699  5503 ,eugene.chestnut@aol.com,secondary-school,farm-worker,, 1715  8859  4349  1415 ,5,2020-07-10t08:58+00:00
R85968945,a159948658,barbara,neal,king,f,57,18/4/1959, 31  Hiern  Road , Blackmans  Bay ,7052.0,TAS, 03  8876  7271 ,barbara.king@aol.com,graduate-diploma,education-professional,106010.0, 7330  8025  2822  6414 ,39,2013-06-25T19:17+00:00
R47697253,b179234567,deborah,nichols,gill,f,26,28/5/1994, 45  bungoona  road  broadwater  court ,kincumber,2251.0,nsw, 02  7102  2662 ,gill.deborah@hotmail.com,graduate-diploma,legal-professional,82662.0, 7945  6665  8482  6279 ,7,2020-02-20t15:17+00:00
R96709010,i100976901,jessica,pepper,richardson,f,8,9/6/2010, Vernon  Street ,Nundah,4012.0,QLD, 07  9182  3937 ,jessica.richardson@yahoo.com,primary-school,,,,0,2018-04-17T23:48+00:00
R50724049,f154002479,joseph,,melton,m,52,14/9/1968, 2  lemmons  road  highfields ,robertson,2577.0,nsw, 02  1617  5313 ,,senior-secondary-school,clerical-worker,43467.0, 1373  0102  8336  7388 ,33,2020-04-12t07:11+00:00
R96717500,f171507096,sanford,wayne,mace,f,17,9/10/1999, 6  Coolgardie  Street ,Corrimal,2518.0,NSW, 02  8571  7303 ,,certificate-iv,other-worker,81299.0, 9805  8485  8618  5000 ,2,2016-06-05T23:58+00:00
R06160968,f186906601,arthur,william,connolly,m,62,23/3/1954, 211  St  Johns  Road , Canley  Heights ,2166.0,NSW, 02  8739  5570 ,arthur64@aol.com,senior-secondary-school,taxi-driver,14116.0, 6063  1058  0341  6006 ,47,2016-02-23T20:36+00:00
R76207645,g125660747,john,virgil,mills,m,17,23/7/2003, 1440  kin  kin  road  jondell ,wolvi,4570.0,qld, 07  6547  1889 ,mills97@hotmail.com,senior-secondary-school,casual-worker,-9999.0, 8002  5835  7842  8585 ,2,2020-04-25t10:26+00:00
R54327843,d158732434,thomas,angelo,shroff,f,61,9/7/1959, 3  parap  road  parap  village  shopping  centre ,parap,820.0,nt, 08  4388  8534 ,shroff.thomas@mail.com.au,certificate-i,carer,32547.0, 6453  3884  1820  4218 ,36,2014-02-17t06:18+00:00
R18843053,g138013485,melissa,hendren,yeargin,f,52,10/5/1968, 1  lagoon  road  house  106 ,berrimah,828.0,nt, 08  6952  4791 ,melissa.yeargin@yahoo.com,graduate-diploma,legislator,136734.0, 3938  0387  6479  0351 ,19,2006-11-16t03:21+00:00
R68813973,d138387916,traci,palmer,anderson,f,52,4/4/1968, 1  cornelius  crescent  maranu  park ,healesville,3777.0,vic, 03  5480  7653 ,traci.anderson@yahoo.com,diploma,other-technician,121456.0, 4490  0302  8542  5624 ,31,2018-06-03t18:14+00:00
R21856619,c119265186,paul,,wylie,f,51,23/8/1969, 203  eastbourne  road  the  village  glen , rosebud  west ,3940.0,vic, 03  8344  2944 ,dtpfatkeoo@mail.com.au,certificate-ii,carer,45204.0, 2740  6950  8308  7453 ,26,2014-02-09t18:35+00:00
R30432638,g143383620,leon,,randolph,m,70,23/2/1950, 81  smith  street  aant  house ,darwin,800.0,nt, 08  1528  7423 ,pjdditfmga@hotmail.com,diploma,engineering-worker,61698.0, 1084  1582  9460  1995 ,51,2020-04-19t06:04+00:00
R98374303,b180937334,judson,lynn,burnia,m,48,12/6/1970, 6  Native  Rock  Road ,Railton,7305.0,TAS, 03  4251  7227 ,judson94@mail.com.au,graduate-diploma,health-professional,-9999.0, 9184  4753  4182  6288 ,31,2018-07-14T11:55+00:00
R39229998,h192893299,charles,eli,stevens,f,63,24/10/1954, 200  Blossom  Park  Drive , Mill  Park ,3082.0,VIC, 03  8016  3744 ,stevens.charles@gmail.com,certificate-i,personal-assistant,38339.0, 0304  5098  4022  5536 ,45,2015-11-04T07:29+00:00
R56025765,d175620556,frankie,robert,stoughton,m,49,15/2/1967, 25  Becker  Road ,Forster,2428.0,NSW, 02  3979  3757 ,rhsrphlsqr@gmail.com,graduate-diploma,chief-executive,159471.0, 9394  6357  2601  0861 ,31,2013-02-16T19:35+00:00
R33517210,e107533211,james,lamont,penn,m,13,27/3/2007, 8  Terrarossa  Court ,Mooroolbark,3138.0,VIC, 03  2866  4343 ,kgtjipsmja@yahoo.com,secondary-school,,-9999.0,,0,2020-05-13T17:52+00:00
R92954382,h193892254,donn,lee,drda,f,23,18/1/1997, 11  Gatty  Place  Devonport  7310  TAS ,,,, 03  3873  8541 ,donn.pollack@hotmail.com,secondary-school,looking-for-employment,-9999.0, 3549  5927  9696  8252 ,4,2020-12-05T15:40+00:00
R08361581,c180115638,robert,c,hancox,m,57,18/6/1959, 5  Alice  Close , Bayview  Heights ,4868.0,QLD, 07  3734  5232 ,robert8@yahoo.com,certificate-iv,automotive-worker,82096.0, 2372  4263  0509  0996 ,42,2016-08-27T06:37+00:00
R15260848,g108842615,sherri,thompson,gantt,f,31,20/1/1989, 39  tulip  crescent  brnia ,boronia,3155.0,vic, 03  8066  7534 ,pfiriiscro@yahoo.com,senior-secondary-school,clerical-worker,, 0049  7487  0355  7579 ,11,2019-12-12t19:59+00:00
R55098843,a185358490,carrie,michelle,futrell,f,27,18/12/1993, 3  McLean  Avenue , Fairy  Meadow ,2519.0,NSW, 02  4975  4997 ,carrie.futrell@mail.com.au,senior-secondary-school,construction-labourer,13564.0, 9242  2185  8062  9645 ,8,2020-12-02T16:39+00:00
R39812308,a110889323,todd,,schroeder,m,84,22/7/1936, 16  hardwick  crescent  kippax  fair ,holt,2615.0,act, 02  4859  9440 ,schroeder.todd@gmail.com,diploma,re-tired,0.0, 4226  8015  8738  4843 ,45,2018-02-19t01:16+00:00
R50172898,b187812950,ryan,kim,ramirez,m,70,4/11/1950, 1439  rockley  road  koo-roo ,rockley,2795.0,nsw, 02  9960  9298 ,ramirez.ryan@yahoo.com,diploma,ict-technician,-9999.0, 8059  2826  7059  6730 ,50,2019-03-10t13:30+00:00
R45832146,f181534462,justin,l,mccain,f,45,23/7/1975, 1  hardcastle  road  finis  river , dundee  beach ,840.0,nt, 08  6152  8886 ,mccain83@aol.com,secondary-school,cleaner,17860.0, 7764  3831  3564  7215 ,12,2006-07-06t16:30+00:00
R59687814,b158681974,johnathan,daniel,clifton,m,20,2/4/2000, 1  hobart  place  amp  building , canberra  city ,2601.0,act, 02  5740  8350 ,tnptjgaqgb@hotmail.com,advance-diploma,legal-professional,-9999.0, 6666  7870  1779  4019 ,1,2020-01-22t16:51+00:00
R08802706,i160078802,cynthia,paschall,silvers,f,23,17/2/1993, 9  Overton  Close , Ferntree  Gully ,3156.0,VIC, 03  0895  4717 ,cynthia49@hotmail.com,certificate-iii,construction-worker,-9999.0, 7788  1234  0683  6109 ,8,2016-02-22T23:43+00:00
R49236343,f143423693,tim,clarence,kinnin,m,8,22/10/2012, 1  goyarra  court  flt  3 ,grovedale,3216.0,vic, 03  9986  4801 ,kinnin.tim@mail.com.au,primary-school,,0.0,,0,2020-02-01t18:35+00:00
R36904678,c103966478,nancy,louise,mcclain,f,13,19/5/2007, 1  culgoa  road  chinangin  cnr  ultima ,ultima,3544.0,vic, 03  2603  6619 ,dqhtgicosn@gmail.com,secondary-school,,,,0,2020-04-09t10:09+00:00
R44571983,g119437485,william,wade,mohammed,m,54,16/6/1965, 188  windless  lane  bongaree  caravan  park , bribie  island ,4507.0,qld, 07  6195  1589 ,william79@aol.com,diploma,engineering-worker,77665.0, 7112  8089  0869  2005 ,33,2016-08-26T09:10+00:00
R71928878,g188918772,jay,todd,raeford,m,65,20/8/1955, 16  moore  street  the  globe , civic  square ,2608.0,act, 02  7448  7142 ,jay.raeford@gmail.com,advance-diploma,art-media-professional,97474.0, 0873  4906  8010  4444 ,46,2020-02-03t04:26+00:00
R91024554,c119550244,thomas,wayne,barnett,f,62,2/3/1958, 121  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  0756  2714 ,thomas.barnett@mail.com.au,advance-diploma,other-technician,132678.0, 3241  5459  1675  8889 ,38,2015-09-13t13:26+00:00
R04733480,b133840740,john,tremaine,schiller,f,58,12/8/1962, 150  mornington-tyabb  road  mornington  ret  vlg ,mornington,3931.0,vic, 03  6174  9240 ,irqqdblnff@gmail.com,certificate-iv,other-technician,-9999.0, 6955  3493  6717  4587 ,39,2020-04-12t22:16+00:00
R93551030,d131950530,gerson,,rosario,f,11,27/3/2008, 669  Preston-Main  Road ,Ulverstone,7315.0,TAS,,rosario97@mail.com,secondary-school,,0.0,,0,2019-11-22T11:38+00:00
R79036633,b170663339,joseph,irving,brooks,m,24,23/1/1996, 199  unley  road  malvern  medical  centre ,unley,5061.0,sa,,,advance-diploma,legal-professional,110201.0, 2059  4164  8955  5461 ,5,2020-01-13t19:35+00:00
R84270299,f107829942,carla,stewart,overton,f,27,29/3/1993, 2  morell  street  paddy ,mornington,3931.0,vic, 03  5405  2915 ,carla.overton@hotmail.com,secondary-school,shop-assistent,-9999.0, 1929  9237  8126  4358 ,5,2017-09-20t17:12+00:00
R72522227,c127225227,luis,james,swinson,f,55,17/1/1965, 127  hillcrest  street  newton  street ,armidale,2350.0,nsw, 02  1154  7560 ,eetepkspem@yahoo.com,certificate-iv,construction-worker,, 0650  6634  2432  8890 ,32,2016-05-17t08:21+00:00
R41452297,c112249547,charles,russell,emig,m,53,1/8/1967, 294  attamurra  road  hd  gambier  sec , mount  gambier ,5290.0,sa,,charles.emig@gmail.com,certificate-iv,ict-technician,-9999.0, 1407  1171  3829  2967 ,33,2019-12-13t24:36+00:00
R26845971,i118642597,elia,elyse,joyce,f,37,3/6/1983, 51  lorraine  avenue  berkeley  retirement  vlge , berkeley  vale ,2261.0,nsw, 02  7646  7788 ,ipbrmtetaj@yahoo.com,graduate-certificate,legislator,, 7565  5597  0089  4975 ,18,2020-04-07t12:29+00:00
R93559103,d115539903,carl,roland,ducally,m,67,7/9/1953, 35  smiths  lane  windara , smiths  gully ,3760.0,vic, 03  8299  6597 ,carl96@mail.com,secondary-school,farm-worker,, 0212  9641  4106  0352 ,42,2014-04-20t12:39+00:00
R09815759,e110895579,ann,gail,jaynes,f,17,14/4/2003, 23  kurrajong  court  bencubbin  est ,dubbo,2830.0,nsw, 02  6583  5259 ,hirrnnrjba@aol.com,senior-secondary-school,casual-worker,0.0, 7310  9646  2074  7250 ,2,2020-04-12t23:48+00:00
R06292244,f122264490,hal,,archambault,f,69,15/4/1949, 9  Dixson  Circuit ,Conder,2906.0,ACT, 02  2640  7777 ,nhimhlglrq@mail.com.au,senior-secondary-school,taxi-driver,15829.0, 5397  2696  6490  9888 ,52,2018-07-05T07:30+00:00
R38139908,e198083391,joe,l,macbeth,m,57,25/7/1963, 115  elmglade  close  riverwood ,albury,2640.0,nsw, 02  7156  1121 ,joe.macbeth@gmail.com,graduate-certificate,health-professional,121154.0, 3220  5262  6536  5187 ,38,2020-01-27t13:31+00:00
R79607753,g159677073,elizabeth,e,nolan,f,9,6/5/2010, 9  McNamara  Close ,Tully,4854.0,QLD, 07  0901  7311 ,,primary-school,,0.0,,0,2019-03-27T15:04+00:00
R23144848,c141288443,benjamin,william,mckeithan,m,29,12/8/1991, 108  sunrise  avenue  bevington  vlge ,budgewoi,2262.0,nsw, 02  0701  9439 ,mckeithan60@yahoo.com,certificate-iii,other-technician,105790.0, 0685  6951  8262  8140 ,10,2020-02-21t21:06+00:00
R32153869,f123139568,william,john,kemp,m,29,10/9/1991, 90  bryces  road  far  meadow ,berry,2535.0,nsw, 02  2051  5834 ,,secondary-school,part-time-worker,, 3181  6586  9669  5661 ,6,2016-09-02t06:53+00:00
R22939899,h192893299,charles,eli,stevens,f,66,24/10/1954, 14  castlereagh  street  summit  cotge ,penrith,2750.0,nsw, 02  4746  9538 ,stevens.charles@gmail.com,certificate-i,personal-assistant,38339.0, 0304  5098  4022  5536 ,45,2018-09-09t10:21+00:00
R80528373,f188235703,joseph,,schmidt,m,25,5/9/1992, 242  Esplanade  Street ,Pialba,4655.0,QLD,,pnkgahjfgq@aol.com,diploma,construction-worker,, 2095  4020  4459  5852 ,1,2009-07-11T07:32+00:00
R86599527,f175829596,ashlie,,zapata,f,69,24/5/1951, Elaman  Creek  Road ,Conondale,4552.0,QLD, 07  9228  5802 ,zapata32@mail.com,graduate-diploma,chief-executive,196380.0, 9124  5585  8635  1360 ,50,2020-01-08T09:04+00:00
R41788911,d189411718,vernell,natine,fitzgerald,f,65,29/5/1955, 77  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa, 08  1233  9341 ,fitzgerald20@hotmail.com,diploma,other-technician,146379.0, 6598  8203  9658  8607 ,44,2018-08-12t12:16+00:00
R59289209,e128929905,anthony,j,davis,m,30,18/11/1990, 15  baker  street  spring  street , spring  hill ,2800.0,nsw, 02  6892  9064 ,njpgjrmlkj@hotmail.com,certificate-i,clerical-worker,40009.0, 9401  8704  7755  8167 ,7,2016-08-23t21:17+00:00
R66838222,c122388626,darlene,lemons,watkins,f,73,22/12/1946, 1  windmill  road  rum  jungle ,batchelor,845.0,nt, 08  9819  3422 ,oikcffrafp@mail.com,advance-diploma,other-technician,-9999.0, 0576  8818  0163  0417 ,49,2013-08-04T24:58+00:00
R18151148,a111158184,bobby,walker,shabestari,m,20,31/1/2000, 18  glenfield  court  unt  52 ,toowoomba,4350.0,qld, 07  4009  5502 ,,senior-secondary-school,cleaner,, 7912  4656  5979  3508 ,1,2020-06-12t08:45+00:00
R16530863,i165061833,cynthia,r,cargal,f,26,29/11/1994, 1  wilkins  street  bella  vista ,mawson,2607.0,act, 02  3784  2502 ,cargal.cynthia@yahoo.com,graduate-certificate,ict-professional,146890.0, 4479  2429  8689  1711 ,7,2020-07-18t09:07+00:00
R12825661,c112616582,william,edward,carter,f,70,15/2/1947, 6264  castlereagh  highway  grunty  fen , running  stream ,2850.0,nsw, 02  4216  7020 ,william18@gmail.com,advance-diploma,art-media-professional,119405.0, 2623  2757  0070  5272 ,52,2015-02-23T13:06+00:00
R54144227,f141275442,paul,,johnson,m,20,17/11/2000, 9  nimbin  place  ozanam  villa , coffs  harbour ,2450.0,nsw, 02  4789  9077 ,paul.johnson@mail.com,senior-secondary-school,construction-labourer,15405.0, 1033  4323  2326  6107 ,1,2020-03-17t19:28+00:00
R60061377,f136700761,johnny,clayton,coleman,f,52,15/1/1968, 576  nile  road  winthorpe ,evandale,7212.0,tas, 03  1265  4020 ,coleman.johnny@yahoo.com,senior-secondary-school,farm-worker,16851.0, 4014  1688  8217  1331 ,33,2020-05-13t02:27+00:00
R79314665,a139716564,kathy,,diamond,f,5,19/3/2015, 9  amy  road  fred  french  hostel ,newstead,7250.0,tas, 03  1906  9768 ,kathy9@mail.com,pre-school,,-9999.0,,0,2020-02-21t24:39+00:00
R89106201,f161128900,allison,shoshana,brown,f,56,13/4/1964, 55  green  road  wamberry ,wamuran,4512.0,qld, 07  6223  5428 ,nlhroqnnbn@yahoo.com,bachelor-degree,art-media-professional,-9999.0, 9532  0514  1778  7208 ,30,2013-05-04t06:39+00:00
R95257904,d190259475,brandon,blake,price,f,69,27/6/1951, 350  jakes  crossing  stock  route , west  kempsey ,2440.0,nsw, 02  2419  8004 ,price18@hotmail.com,graduate-diploma,art-media-professional,, 4651  1690  2572  1866 ,50,2020-07-22t22:08+00:00
R46149746,a174614649,pamela,smith,plouffe,f,63,22/4/1957, 26  balaclava  road  masada  medical  centre , st  kilda  east ,3183.0,vic, 03  9672  1789 ,pamela54@mail.com,bachelor-degree,other-technician,-9999.0, 7064  3519  6749  6024 ,41,2017-09-01t01:46+00:00
R95948658,a159948658,barbara,neal,king,f,61,18/4/1959, 361  seventh  avenue  lynbrook , eden  park ,3757.0,vic, 03  4650  6821 ,barbara.king@aol.com,graduate-diploma,education-professional,106010.0, 7330  8025  2822  6414 ,39,2017-04-23t18:43+00:00
R04911589,f198541109,james,anthony,kelton,f,16,29/1/2004, 2  cedarvale  road  kanangra ,ubobo,4680.0,qld, 07  1106  9499 ,bpnhjoikrr@mail.com,senior-secondary-school,casual-worker,-9999.0, 0209  2844  9273  9947 ,3,2020-03-11t02:48+00:00
R64606620,g146026066,jamal,c,prai,f,31,1/1/1987, 11  Triller  Court ,Bakewell,832.0,NT, 08  2490  9625 ,jamal.eure@yahoo.com,diploma,ict-technician,, 3240  9453  4377  0384 ,14,2018-11-06T10:27+00:00
R37840378,h134738780,kenneth,christopher,manow,m,31,23/4/1986, 1  Capryong  Street ,Winnellie,820.0,NT,,kenneth.manow@hotmail.com,masters-degree,legislator,107334.0, 7761  5157  8004  0130 ,15,2017-06-07T14:55+00:00
R95820971,h151287099,porshia,,bellman,f,46,26/9/1972, 16  Medley  Street ,Chifley,2606.0,ACT, 02  1296  6205 ,bellman47@aol.com,certificate-ii,automotive-worker,65200.0, 8669  8017  5657  8451 ,28,2017-05-11T09:05+00:00
R05535899,h159508359,johnny,d,good,f,77,5/5/1943, 210  wandana  drive  spring-gables ,highton,3216.0,vic,,johnny82@mail.com,advance-diploma,re-tired,0.0, 7686  2792  5341  2799 ,45,2019-01-16t15:45+00:00
R21009156,a102011965,robert,chance,campbell,f,56,23/5/1964, 84  king  street  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  3647  0925 ,ssifjfbjjs@yahoo.com,advance-diploma,ict-professional,132917.0, 8361  5580  8936  8740 ,34,2017-11-26t09:08+00:00
R35382078,f188235703,joseph,ray,schmidt,m,28,5/9/1992, 2369  whites  road  bontac ,warburn,2680.0,nsw, 02  3869  4974 ,pnkgahjfgq@aol.com,diploma,construction-worker,76730.0, 2095  4020  4459  5852 ,1,2012-02-24t17:21+00:00
R64082955,f142095685,betty,earnhardt,keel,f,37,14/3/1983, 1  the  balcony  road  tarra  landing , lakes  entrance ,3909.0,vic, 03  5294  4613 ,,certificate-iii,other-technician,139207.0, 8313  8142  6624  1843 ,18,2020-02-11t18:11+00:00
R60203145,g145321060,kenneth,terry,kirby,f,64,17/4/1956, 105  jaspers  brush  road  brushville , jaspers  brush ,2535.0,nsw, 02  7559  7992 ,kirby91@gmail.com,certificate-iv,ict-technician,104940.0, 1225  7716  5672  1151 ,41,2016-04-17t21:57+00:00
R01716878,c116817708,richard,mcneil,matrulli,f,31,24/11/1989, 16  moore  street  the  globe , civic  square ,2608.0,act,,matrulli.richard@mail.com,certificate-ii,engineering-worker,, 2846  1622  3988  4465 ,12,2020-05-13t04:05+00:00
R11498179,c191879114,roger,ray,marva,f,51,24/7/1969, 1  south  street  geeumbi ,toowoomba,4350.0,qld, 07  5265  6856 ,roger.marva@hotmail.com,diploma,other-worker,-9999.0, 5816  2063  9789  7196 ,32,2020-07-03t01:03+00:00
R04473486,f146448037,marcus,l,edmonds,m,34,7/5/1983, 166  wattle  crescent  white  gate ,glossodia,2756.0,nsw, 02  5017  3618 ,marcus.edmonds@yahoo.com,secondary-school,machinary-driver,12052.0, 6542  5496  9318  2574 ,18,2017-03-05T21:14+00:00
R40168373,f146337081,howard,richar,lovelace,m,17,28/4/2003, 5  new  england  highway  spotted  gum  grove ,thornton,2322.0,nsw, 02  0067  9140 ,howard41@aol.com,senior-secondary-school,casual-worker,0.0, 7873  3097  6524  2772 ,2,2020-04-18t12:40+00:00
R53686089,c189308656,david,anthony,burdette,m,72,25/10/1946, 588  Main  Road ,Edgeworth,2285.0,NSW, 02  7593  2492 ,attkhlhbnp@gmail.com,diploma,ict-technician,, 7916  6727  5698  0446 ,55,2018-09-04T03:27+00:00
R15216529,b116122955,nancy,,myers,f,54,29/5/1962, 22  Cabbage  Tree  Avenue , Avoca  Beach ,2251.0,NSW, 02  7760  5867 ,nancy.myers@gmail.com,certificate-iv,automotive-worker,62645.0, 1718  7191  3105  4096 ,39,2016-04-19T11:54+00:00
R40802365,e106582034,jaimie,eyuel,robbins,m,16,14/8/2002, 158  Donalds  Road ,Woodend,3442.0,VIC, 03  0347  9896 ,robbins.jaimie@mail.com,senior-secondary-school,casual-worker,, 2890  0979  8574  1764 ,1,2018-05-18T08:15+00:00
R55207656,d175620556,frankie,,stoughton,m,53,15/2/1967, 461  ocean  beach  road  merimaja , umina  beach ,2257.0,nsw, 02  5527  3767 ,rhsrphlsqr@gmail.com,graduate-diploma,chief-executive,159471.0, 9394  6357  2601  0861 ,31,2017-04-25t03:41+00:00
R39610851,a113608519,rose,clarke,guidice,f,52,15/7/1968, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  3180  8906 ,kjglhfstma@mail.com,certificate-iii,ict-technician,119774.0, 9508  3731  7657  7487 ,32,2019-12-19t11:12+00:00
R29660194,g169420169,anthony,,harker,m,57,12/7/1963, 23  maleela  avenue  balwyn  manor ,balwyn,3103.0,vic, 03  8011  0868 ,oiimitiejq@mail.com,bachelor-degree,other-technician,128030.0, 3146  4146  6250  3273 ,32,2014-02-08t11:14+00:00
R73851469,a117495368,claudette,,braswell,f,26,12/6/1993, 33  Byrne  Street ,Moyhu,3732.0,VIC, 03  2929  0501 ,sutton.claudette@hotmail.com,masters-degree,manager,180900.0, 2474  3334  0705  3417 ,8,2019-05-09T07:20+00:00
R55216044,c162154405,danny,,harrell,f,21,19/7/1996, 15  marathon  drive  glyn , mount  eliza ,3930.0,vic, 03  4465  5374 ,harrell.danny@hotmail.com,certificate-iv,construction-worker,94415.0, 1511  7638  3693  1857 ,5,2017-10-17T16:26+00:00
R06268474,h146864270,daniel,william,parker,m,52,13/7/1968, 110  Murrumbidgee  Street , Bossley  Park ,2176.0,NSW, 02  4354  5849 ,,certificate-ii,other-service-worker,, 0071  1017  1673  7156 ,30,2017-04-14T09:27+00:00
