ssn,first_name_education,middle_name_education,last_name_education,gender_education,current_age,birth_date_education,street_address_education,suburb_education,postcode_education,state_education,phone_education,email_education,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name_medical,middle_name_medical,last_name_medical,gender_medical,age_at_consultation,birth_date_medical,medicare_number,street_address_medical,suburb_medical,postcode_medical,state_medical,phone_medical,email_medical,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
c129542380,christiane,,dawkins,f,47,6/8/1971, 34  Forest  Ridge  Drive  Ridgewood ,Narangba,4504.0,QLD, 07  3220  3394 ,christiane.dawkins@aol.com,diploma,construction-worker,74832.0, 0707  6982  7239  0866 ,30,2018-08-21T22:16+00:00,christiane,barbour,dawkins,f,44,06/08/1971, 4748  32730  2  1 , 2460  frankston-flinders  road  western  port  garde ,bittern,3918.0,vic, 03  2978  2389 ,christiane.dawkins@aol.com,married-de-facto,189,145,40,75,130,0,low-energy,2015-01-18t23:31+00:00
i103401630,timothy,henry,alston,m,16,4/7/2004, 9  cavenagh  street  national  mutual  centre ,darwin,800.0,nt, 08  6377  3438 ,timothy53@mail.com,senior-secondary-school,casual-worker,-9999.0, 3564  7101  0938  9721 ,3,2020-05-11t09:32+00:00,timothy,henry,alston,f,12,04/07/2004, 1448  40454  1  2 , 6  george  crescent  robertson  barracks , fannie  bay ,820.0,nt,,,,157,62,25,73,122,1,increased-fatigue,2016-04-03t05:01+00:00
c112249547,charles,russell,emig,m,52,1/8/1967, 8  Myola  Court ,Durack,830.0,NT,,charles.emig@gmail.com,certificate-iv,ict-technician,-9999.0, 1407  1171  3829  2967 ,33,2018-02-17T01:48+00:00,charles,russell,emig,m,47,01/08/1967, 6838  71745  1  1 , 96  maud  street  rosetta  village , victor  harbor ,5211.0,sa,,charles.emig@gmail.com,married,192,93,25,71,117,0,dizziness-(loss-of-balance),2014-03-14t03:48+00:00
h165688876,harrison,peter,haywood,m,76,20/8/1944, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  4340  0234 ,harrison.haywood@hotmail.com,certificate-i,re-tired,, 2307  4908  8321  3863 ,45,2020-07-25t20:25+00:00,harrison,peter,haywood,m,76,20/08/1944, 2639  94849  2  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld,,harrison.haywood@hotmail.com,married,190,92,25,75,159,0,hip-pain,2020-07-24t14:56+00:00
g131828779,vaughn,charles,chisholm,f,44,21/9/1976, 8  watson  street  watson ,ellalong,2325.0,nsw, 02  7485  6629 ,vaughn.chisholm@mail.com,bachelor-degree,art-media-professional,96626.0, 7808  2011  6838  2195 ,23,2018-05-04t09:03+00:00,vaughn,charles,chisholm,f,39,21/09/1976, 4731  23390  2  2 , 8  watson  street  watson ,ellalong,2325.0,nsw, 02  7485  6629 ,vaughn.chisholm.mail.com,married,183,116,34,75,218,0,vitamin-d-deficiency,2016-02-04t11:14+00:00
c168166025,david,reid,smith,m,34,7/2/1986, 58  johnston  street  sugarland  garden ,bundaberg,4670.0,qld, 07  5827  1105 ,david15@mail.com,graduate-diploma,manager,157566.0, 0168  5443  3071  2887 ,15,2020-03-17t16:22+00:00,david,,smith,m,26,07/02/1986, 7915  99783  2  2 , 1  hobart  place  amp  building , canberra  city ,2601.0,act,,david15@mail.com,married,185,105,30,68,202,0,cough,2012-03-21t21:21+00:00
h176658706,maria,hope,aldridge,f,48,10/6/1972, 102  woondooma  street  bundaberg  specialist  centre ,bundaberg,4670.0,qld, 07  8021  2487 ,maria50@gmail.com,certificate-i,personal-services-worker,-9999.0, 9527  6839  8082  9402 ,26,2017-03-23t04:29+00:00,maria,hope,aldridge,f,40,10/06/1972, 9534  16524  2  1 , 102  woondooma  street  bundaberg  specialist  centre ,bundaberg,,qld, 07  8021  2487 ,maria50@gmail.com,not-married,196,61,15,77,192,0,drowsiness,2012-01-23t24:09+00:00
c152487061,erin,eugene,demetres,f,34,25/2/1986, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  5879  1413 ,erin80@mail.com,certificate-ii,other-service-worker,, 9288  5848  0033  8294 ,14,2019-01-02t06:36+00:00,erin,,demetres,f,29,25/02/1986, 1648  28824  1  1 , 1  bellimos  drive  ocean  ridge ,geraldton,6530.0,wa,,erin80@mail.com,married-de-facto,180,126,38,77,206,0,fall,2015-04-27t08:51+00:00
h166146346,bryant,randolphlouis,ghorley,m,61,19/10/1959, 3103  ross  street  royal  pines  resort ,ashmore,4214.0,qld, 07  5451  4584 ,kkmigffemf@mail.com,certificate-ii,carer,56027.0, 2498  1303  5160  7046 ,42,2020-06-20t04:53+00:00,bryant,,ghorley,f,56,19/10/1959, 6941  98323  1  1 , 1  milikapiti  street  snake  bay , melville  island ,822.0,nt,,kkmigffemf@mail.com,married,185,69,20,77,188,0,low-energy,2015-07-23t20:41+00:00
c139259057,malika,katherine,wasson,f,43,1/9/1976, 15  Tonbridge  Place ,Tingalpa,4173.0,QLD, 07  7559  2782 ,wasson53@gmail.com,certificate-ii,personal-services-worker,42295.0, 5843  1311  2827  7885 ,25,2019-08-27T19:53+00:00,malika,,wasson,f,39,01/09/1976, 7272  22402  1  2 , 144  red  hill  road  rosebank  cottage , red  hill ,3937.0,vic, 03  1938  2794 ,,separated,182,105,31,71,192,0,abdomenal-discomfort,2015-01-04t23:43+00:00
a148954308,nicholas,,clippard,f,48,22/11/1972, 90  craigs  lane  safari  lodge ,pearcedale,3912.0,vic, 03  4571  6852 ,nicholas.clippard@aol.com,senior-secondary-school,secretary,-9999.0, 0021  2100  6947  3324 ,29,2020-03-22t24:37+00:00,nicholas,stimson,clippard,f,44,22/11/1972, 7921  29192  2  1 , 81  anne  findlay  place  koah  lodge , bateau  bay ,2261.0,nsw, 02  7943  4256 ,nicholas.clippard@aol.com,separated,174,87,28,73,287,0,rash---right-foot,2016-01-18t06:34+00:00
f122737047,steve,,neal,m,73,27/1/1947, 23  drummond  crescent  glenrowan  homes ,perth,7300.0,tas, 03  7105  9108 ,qcqmeototf@aol.com,senior-secondary-school,other-clerical-worker,34216.0, 9944  4183  0826  9036 ,53,2019-02-06t03:18+00:00,steve,albert,neal,m,66,27/01/1947, 5556  43204  2  1 , 20  hillardt  street  banksia  groves ,robertson,4109.0,qld, 07  0470  5272 ,qcqmeototf.aol.com,divorced,166,112,40,78,212,0,episodic-sweating-at-rest,2015-09-19t16:41+00:00
e111505290,monica,d,jones,f,72,1/1/1947, 57  Wallace  Avenue ,Murrumbeena,3163.0,VIC, 03  6172  2419 ,monica8@aol.com,diploma,ict-technician,-9999.0, 3136  8372  7029  1506 ,52,2017-12-04T13:02+00:00,monica,d,hayes,m,70,01/01/1947, 5335  50673  2  2 , 10  rutleys  road  mecca  caravan  park ,wyee,2259.0,nsw,,monica8@aol.com,married-de-facto,169,77,26,82,184,0,intermittent-dizziness,2017-05-23t21:48+00:00
h152655607,christopher,daniel,lowry,f,42,8/3/1974, 16  Oxford  Street , New  Lambton ,2305.0,NSW, 02  0459  1911 ,qonmnjrios@hotmail.com,diploma,other-worker,59459.0, 2847  8979  3111  7442 ,27,2016-11-17T16:12+00:00,christopher,daniel,lowry,f,44,08/03/1974, 4552  57031  2  2 , 10  mullers  lane  shambala  park  shetland  stud ,berry,2535.0,nsw, 02  9162  4125 ,qonmnjrios@hotmail.com,married,187,83,23,75,174,0,bilateral-leg-pain,2018-11-23t19:57+00:00
b114459365,jacob,william,baldwin,f,20,3/1/2000, 9  ellis  road  tallia ,braunstone,2460.0,nsw, 02  1193  7889 ,,senior-secondary-school,taxi-driver,-9999.0, 3193  8905  7550  3074 ,1,2020-03-01t16:45+00:00,jacob,william,baldwin,f,16,03/01/2000, 8494  17002  1  2 , 10  oakland  avenue  21st ,windang,2528.0,nsw, 02  1193  7889 ,kcsfmcallb@aol.com,married,163,71,26,68,208,0,urinary-tract-infection,2016-07-01t18:24+00:00
e142081413,michelle,,bonaparte,f,39,23/6/1978, 37  commerce  drive  robina  lakes  medical  centre ,robina,4226.0,qld,,michelle29@mail.com,certificate-i,personal-services-worker,52480.0, 9042  6578  1283  4174 ,22,2016-04-22T18:58+00:00,michelle,harrell,bonaparte,f,39,23/06/1978, 2214  26503  1  1 , 37  commerce  drive  robina  lakes  medical  centre ,robina,,qld, 07  7498  8205 ,,married,193,121,32,82,175,0,rash,2017-11-07t10:31+00:00
d148090354,rachel,ann,blackwell,f,58,2/9/1958, 15  castle  road  landfall ,warrandyte,3113.0,vic, 03  8299  8483 ,blackwell89@mail.com.au,certificate-ii,personal-services-worker,35024.0, 5702  2136  5980  2392 ,43,2016-12-11T05:39+00:00,rachel,ann,blackwell,f,60,02/09/1958, 7736  84599  1  1 , 15  castle  road  landfall ,warrandyte,3113.0,vic, 03  8299  8483 ,blackwell89@mail.com.au,married,185,67,19,79,235,0,pre-mds,2018-02-02t20:13+00:00
b137131104,blake,stratton,merritt,m,40,26/9/1980, 40  kaolin  road  virginia  estate ,virginia,835.0,nt, 08  4790  4565 ,blake.merritt@hotmail.com,certificate-iv,ict-technician,-9999.0, 2270  2819  8918  9133 ,21,2020-02-21t07:32+00:00,blake,stratton,merritt,f,35,26/09/1980, 5257  68073  1  2 , 43  cavenagh  street  cavenagh  centre ,darwin,,nt, 08  4790  4565 ,,married,186,60,17,75,216,0,uti,2015-11-25t22:10+00:00
h184406423,angela,carlee,cahoon,f,48,3/2/1969, 180  Meldale  Road ,Toorbul,4510.0,QLD, 07  5142  0267 ,cahoon.angela@mail.com,diploma,automotive-worker,95035.0, 8999  6292  8904  9171 ,32,2017-11-16T13:11+00:00,angela,carlee,cahoon,f,48,03/02/1969, 4509  13717  2  2 , 64  sanctuary  lakes  boulevarde  sanctuary  lakes , point  cook ,3030.0,vic, 03  5514  7924 ,cahoon.angela@mail.com,divorced,186,87,25,78,194,0,depressed-mood,2017-11-15t10:25+00:00
i117279037,lawson,william,akers,f,22,24/2/1998, 1  hardcastle  road  finis  river , dundee  beach ,840.0,nt, 08  1468  6419 ,akers.lawson@yahoo.com,certificate-iv,construction-worker,, 6689  3601  4914  0671 ,3,2020-07-17t12:27+00:00,lawson,william,akers,f,19,24/02/1998, 6914  42531  2  2 , 1  hardcastle  road  finis  river , dundee  beach ,840.0,nt,,akers.lawson@yahoo.com,married-de-facto,173,97,32,73,182,0,psoriasis-to-scalp-&-face,2017-12-14t12:49+00:00
d110863465,janice,raiaelina,lewis,f,33,30/12/1987, 190  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  5346  4602 ,lewis8@mail.com,bachelor-degree,other-technician,122732.0, 9574  0382  3964  4796 ,14,2020-05-04t19:32+00:00,janice,raiaelina,lewis,f,30,30/12/1987, 9421  42480  1  1 , 190  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  5346  4602 ,lewis8@mail.com,widowed,185,144,42,78,192,0,post-lp-headache-(1/10-pain-scale),2017-04-04t02:50+00:00
b139667947,tiffany,burgess,burns,f,13,26/10/2007, 126  stanton  close  st  james  village ,heatley,4814.0,qld, 07  2826  2487 ,burns64@mail.com,secondary-school,,0.0,,0,2020-10-17T01:04+00:00,tiffany,burgess,burns,f,7,26/10/2007, 1970  81989  2  3 , 126  stanton  close  st  james  village ,heatley,4814.0,qld,,burns64@mail.com,,111,26,21,81,169,0,ankle-swelling,2014-10-15t23:26+00:00
e102599095,david,samuelchase,frend,m,42,7/3/1978, 86  east  street  kinross ,woodend,3442.0,vic, 03  5893  4109 ,dkeetbphsh@mail.com.au,advance-diploma,ict-professional,81276.0, 7131  5667  7970  0447 ,20,2017-04-08t22:03+00:00,david,samuelchase,frend,m,38,07/03/1978, 8534  90845  2  1 , 86  east  street  kinross ,woodend,3442.0,vic, 03  5893  4109 ,,married,189,68,19,74,94,1,insomnia,2016-07-26t08:14+00:00
i136722558,blanche,louise,smith,f,48,29/11/1969, 6  Wickfield  Circuit ,Ambarvale,2560.0,NSW, 02  2147  0605 ,zajac.blanche@gmail.com,senior-secondary-school,cleaner,-9999.0, 2672  1817  3125  7490 ,32,2017-07-04T15:54+00:00,blanche,louise,zajac,f,46,29/11/1969, 5731  83117  2  2 , 2  beachmont-jardine  road  tarlington ,beechmont,4211.0,qld,,zajac.blanche@gmail.com,not-married,185,99,28,77,147,0,cough,2015-05-06t19:27+00:00
d165264374,paul,john,counts,f,65,26/5/1955, 163  gawler  road  belle  monte ,gawler,7315.0,tas, 03  5668  6526 ,paul46@aol.com,certificate-ii,carer,, 0781  7642  0018  5173 ,45,2019-12-20t23:55+00:00,paul,john,counts,f,59,26/05/1955, 9865  74778  1  1 , 4489  meander  valley  highway  bowerbank ,deloraine,7304.0,tas, 03  5668  6526 ,paul46@aol.com,married,179,111,34,75,207,0,dizziness,2014-05-18t10:54+00:00
a180176368,kamlesh,jawad,dennis,m,67,7/4/1953, 479  scaysbrook  drive  brentwood  vlge ,kincumber,2251.0,nsw, 02  1536  5127 ,mcsgjdlmpb@hotmail.com,certificate-i,personal-services-worker,76961.0, 8697  0750  2253  4656 ,48,2020-07-14t10:29+00:00,kamlesh,jawad,dennis,m,64,07/04/1953, 3811  85802  1  1 , 479  scaysbrook  drive  brentwood  vlge ,kincumber,2251.0,nsw, 02  1536  5127 ,,married-de-facto,179,102,31,76,241,1,palpitations,2019-03-18t05:27+00:00
d162488364,darrnell,lynn,harpe,f,16,15/8/2004, 230  dunmore  street  shaw  house , pendle  hill ,2145.0,nsw, 02  0598  3726 ,harpe.darrnell@mail.com,senior-secondary-school,casual-worker,0.0, 6615  6011  1247  5089 ,3,2020-04-24t22:10+00:00,darrnell,lynn,harpe,f,13,15/08/2004, 9918  15764  1  2 , 230  dunmore  street  shaw  house , pendle  hill ,2145.0,nsw,,,,165,62,22,76,173,0,itchy-skin,2017-04-05t16:43+00:00
e183511984,james,lynn,booker,m,33,2/11/1987, 32  high  street  jetty  village  shopping  centre , coffs  harbour ,2450.0,nsw, 02  7239  4905 ,apfndmafmi@mail.com.au,diploma,other-technician,-9999.0, 1695  4529  6790  1244 ,12,2018-10-10t17:34+00:00,james,,booker,m,27,02/11/1987, 1233  11108  2  1 , 36  awatea  road  pool  house , st  ives ,2075.0,nsw,,apfndmafmi@mail.com.au,married,168,85,30,76,175,0,left-hip-fracture,2014-12-11t12:58+00:00
a119376036,nikita,lang,centeno,f,54,23/5/1963, 56  logue  court  tipperary  farming  entrance ,walkaway,6528.0,wa, 08  7966  0463 ,nikita35@mail.com.au,senior-secondary-school,personal-assistant,-9999.0, 5480  4544  1123  0293 ,37,2016-08-27T04:04+00:00,nikita,lang,welch,f,52,23/05/1963, 5417  77428  2  1 , 56  logue  court  tipperary  farming  entrance ,walkaway,6528.0,wa, 08  7966  0463 ,nikita35.mail.com.au,married,196,121,31,70,149,0,urinary-frequency,2016-12-24t22:37+00:00
g137015740,joseph,h,adams,f,35,22/5/1985, 342  elizabeth  street  flr  6 , surry  hills ,2010.0,nsw, 02  0161  5851 ,,advance-diploma,ict-professional,141715.0, 0177  6765  4381  1863 ,16,2020-04-04t06:17+00:00,joseph,h,adams,f,27,22/05/1985, 7911  42762  1  2 , 1000  summerhill  road  wamara ,vacy,2421.0,nsw, 02  0161  5851 ,joseph.adams@mail.com,married-de-facto,190,57,15,71,232,1,urinary-frequency,2012-10-18t22:55+00:00
d110580876,eric,daniel,frayer,m,7,14/9/2010, 474  Greensborough  Highway ,Greensborough,3088.0,VIC, 03  8038  2895 ,,primary-school,,0.0,,0,2017-06-27T22:38+00:00,eric,daniel,frayer,m,10,14/09/2010, 7022  61203  2  3 , 1  lockharts  road  boorong ,lalalty,3644.0,vic, 03  1935  7102 ,frayer43@yahoo.com,,149,42,18,69,268,0,blurriness-in-left-eye,2020-03-25t10:29+00:00
e199397237,marlin,david,rogers,f,62,27/4/1958, 5  the  avenue  snowmass , mount  buller ,3723.0,vic, 03  5080  1154 ,marlin.rogers@mail.com,certificate-iii,ict-technician,111963.0, 6901  4053  6768  5084 ,42,2019-03-07t23:52+00:00,marlin,david,rogers,f,59,27/04/1958, 9229  66058  1  2 , 5  the  avenue  snowmass , mount  buller ,3723.0,vic, 03  5080  1154 ,marlin.rogers.mail.com,married,180,96,29,77,137,0,allergic-reaction,2017-10-24t01:07+00:00
f193177801,john,lawson,churn,m,11,21/12/2008, 12  Formby  Crescent , Port  Adelaide ,5015.0,SA, 08  1786  0413 ,lscoijgodl@mail.com,secondary-school,,0.0,,0,2019-05-24T01:48+00:00,john,lawson,churn,m,6,21/12/2008, 4268  55768  2  2 , 12  dugald  street  new  rothleigh ,yarck,,vic, 03  3736  9673 ,lscoijgodl@mail.com,,122,20,13,78,148,0,benign-positonal-vertigo,2014-12-21t04:06+00:00
b145418152,wayne,kenneth,walker,f,40,24/1/1980, 194  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  1741  6193 ,walker.wayne@yahoo.com,masters-degree,legislator,111636.0, 2924  1692  7964  1329 ,21,2020-04-24t12:37+00:00,wayne,kenneth,walker,f,37,24/01/1980, 3091  81639  1  2 , 194  lorraine  avenue  berkeley  vlge , berkeley  vale ,,nsw,,walker.wayne@yahoo.com,not-married,184,70,20,77,108,0,blockage-in-esophagus,2017-01-07t19:16+00:00
a148954308,nicholas,stimson,clippard,f,48,22/11/1972, 39  Blundell  Boulevarde , Tweed  Heads  South ,2486.0,NSW, 02  6906  4159 ,nicholas.clippard@aol.com,senior-secondary-school,secretary,41580.0, 0021  2100  6947  3324 ,29,2020-09-06T17:08+00:00,nicholas,stimson,clippard,f,44,22/11/1972, 7921  29192  2  1 , 81  anne  findlay  place  koah  lodge , bateau  bay ,2261.0,nsw, 02  7943  4256 ,nicholas.clippard@aol.com,separated,174,87,28,73,287,0,rash---right-foot,2016-01-18t06:34+00:00
e105037147,adrianne,nicole,morgan,f,7,28/7/2012, 14  Herbert  Street ,Rockdale,2216.0,NSW, 02  2698  2507 ,adrianne.morgan@aol.com,primary-school,,0.0,,0,2019-09-05T12:49+00:00,adrianne,nicole,morgan,f,8,28/07/2012, 8931  85051  1  3 , 175  strickland  crescent  john  james  medical  centre ,deakin,2600.0,act, 02  8526  1435 ,adrianne.morgan@aol.com,,126,37,23,81,236,0,rash,2020-02-03t05:32+00:00
c120382700,kathy,sawyer,knight,f,59,16/1/1961, 2020  ballarto  road  terra  nostra ,clyde,3978.0,vic, 03  5905  9842 ,kathy.knight@mail.com,certificate-i,other-clerical-worker,41155.0, 5350  3422  1524  0663 ,40,2020-07-04t07:31+00:00,kathy,sawyer,knight,f,54,16/01/1961, 3406  34726  1  1 , 25  bowna  road  wandin , table  top ,2640.0,nsw,,kathy.knight@mail.com,married,177,71,22,69,156,0,hospitalization,2015-09-23t04:59+00:00
f136700761,johnny,clayton,coleman,f,51,15/1/1968, 93  Solandra  Crescent , Modbury  North ,5092.0,SA, 08  9558  2003 ,coleman.johnny@yahoo.com,senior-secondary-school,farm-worker,16851.0, 4014  1688  8217  1331 ,33,2019-03-03T09:50+00:00,johnny,clayton,coleman,m,50,15/01/1968, 2132  42608  1  2 , 576  nile  road  winthorpe ,evandale,,tas, 03  1265  4020 ,coleman.johnny@yahoo.com,married,190,-99,34,74,192,0,hypomagnesium,2018-02-10t11:23+00:00
i118083995,kristoffer,lee,futrell,f,67,13/1/1951, 2  Nelson  Street ,Engadine,2233.0,NSW,,futrell38@yahoo.com,advance-diploma,education-professional,93939.0, 1230  6911  7835  3147 ,48,2016-11-13T15:08+00:00,kristoffer,,futrell,f,63,13/01/1951, 8083  78623  2  2 , 124  nicklin  way  elandra ,warana,4575.0,qld, 07  9192  1660 ,futrell38@yahoo.com,married-de-facto,176,83,26,67,156,0,fall,2014-09-21t08:45+00:00
b108799500,lorraine,b,trotter,f,67,24/6/1952, 21  Sunbury  Street ,Geebung,4034.0,QLD,,trotter72@hotmail.com,diploma,engineering-worker,72331.0, 1038  7637  7837  8927 ,49,2019-04-27T22:59+00:00,lorraine,b,trotter,f,64,24/06/1952, 6580  59375  1  2 , 258  spring  street  the  yukana  retirement  vlge ,toowoomba,4350.0,qld,,trotter72@hotmail.com,widowed,174,125,41,80,195,0,dry-mouth,2016-03-05t20:14+00:00
e127898429,spencer,link,denson,m,60,27/7/1959, 127  Mary  Street , Devonport  East ,7310.0,TAS, 03  1767  2188 ,obkepkhfen@gmail.com,doctoral-degree,art-media-professional,90219.0, 8790  5171  5118  7800 ,42,2019-09-13T19:39+00:00,spencer,link,denson,m,58,27/07/1959, 6878  56318  1  2 , 157  marconi  street  henry  kendall  bayside , bonnells  bay ,,nsw, 02  4284  6865 ,obkepkhfen@gmail.com,married,194,123,32,67,193,1,low-energy-associated-with-worsened-hypothyroidism,2017-12-11t07:38+00:00
h129523892,mark,bryan,dattero,m,25,29/11/1995, 1  hobart  place  amp  bldg , canberra  city ,2601.0,act, 02  4905  1832 ,dattero17@mail.com,secondary-school,part-time-worker,, 3875  4131  1456  4796 ,6,2020-03-24t03:08+00:00,mark,bryan,dattero,m,19,29/11/1995, 7148  24866  2  3 , 24  archibald  street  morshead  home ,lyneham,2602.0,act, 02  4905  1832 ,,married,192,58,15,72,248,0,diarrhea,2014-05-20t22:47+00:00
a170182260,keith,harold,bedwell,f,54,21/4/1962, 23  Arbutus  Street ,Killarney,4373.0,QLD,,bedwell.keith@hotmail.com,certificate-i,personal-assistant,31954.0, 5037  5115  6015  1381 ,37,2014-07-23T07:34+00:00,keith,harold,bedwell,f,54,21/04/1962, 3885  69278  2  1 , 59  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa, 08  3058  5366 ,bedwell.keith@hotmail.com,married,187,88,25,68,168,0,drowsiness,2016-08-06t16:31+00:00
c103847649,alex,cecil,burris,m,30,20/1/1990, 439  teven  road  miroma ,teven,2478.0,nsw,,bngoteorrh@mail.com,bachelor-degree,other-technician,, 5882  8563  3039  2564 ,9,2018-02-02t24:36+00:00,alex,cecil,burris,m,26,20/01/1990, 9177  78014  2  1 , 439  teven  road  miroma ,teven,2478.0,nsw, 02  7427  9524 ,bngoteorrh@mail.com,married,186,75,21,71,172,0,chest-pain,2016-06-22t15:27+00:00
a139212004,michael,olajuwon,fils-aime,m,30,13/9/1987, 307  King  Street ,Newtown,2042.0,NSW, 02  8462  9348 ,michael72@aol.com,certificate-i,clerks,44208.0, 8816  4210  8404  0946 ,14,2017-07-06T24:19+00:00,michael,olajuwon,fils-aime,m,27,13/09/1987, 7205  89838  1  1 , 28  dunlin  drive  sherwood  south , burleigh  waters ,,qld, 07  5511  9061 ,michael72.aol.com,married,195,58,15,74,191,0,left-leg-pain-radiating-to-left-foot,2016-01-02t23:45+00:00
b185283552,sandra,dianne,elmore,f,62,29/6/1958, 122  barlow  close  st  james  village ,heatley,4814.0,qld, 07  2131  0390 ,igaehhnibq@mail.com,certificate-iii,ict-technician,115508.0, 1214  8093  5610  4828 ,43,2020-01-07t05:41+00:00,sandra,,elmore,f,59,29/06/1958, 3062  89324  1  1 , 122  barlow  close  st  james  village ,heatley,4814.0,qld, 07  2131  0390 ,igaehhnibq@mail.com,divorced,194,148,39,78,247,0,abdominal-discomfort,2017-07-23t22:30+00:00
e101567452,joan,renee,rooney,f,28,2/10/1991, 113  Nelson  Road , Mount  Nelson ,7007.0,TAS, 03  4506  6292 ,joan.hsu@hotmail.com,certificate-iv,ict-technician,-9999.0, 3350  5889  8873  9716 ,4,2013-10-07T17:39+00:00,joan,renee,hsu,f,25,02/10/1991, 1072  46778  1  2 , 4  douglas  drive  clifton  waters , wy  yung ,3875.0,vic,,joan.hsu@hotmail.com,married,175,-99,36,81,225,0,dizziness,2016-05-02t03:23+00:00
g170378275,tyler,donnell,brannock,m,56,24/9/1964, 16  Mark  Road ,Bundaberg,4670.0,QLD, 07  2293  9752 ,tyler75@mail.com,advance-diploma,art-media-professional,-9999.0, 4759  7234  9129  4054 ,37,2020-08-04T12:19+00:00,tyler,donnell,brannock,m,50,24/09/1964, 2183  44479  1  1 , 1  clark  place  gleneagles  est ,kambah,2902.0,act, 02  3674  9393 ,,married,172,63,21,75,206,0,knee-injury,2014-01-14t23:58+00:00
