ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email,calculated_bmi
d159049960,22, 7589  61020  1  2 ,divorced,190,-99,34,73,186,0,infected-left-salivary-gland,2014-09-22t06:48+00:00,28,advance-diploma,ict-technician,137417.0, 9689  2781  2857  9526 ,9,2020-03-16t18:37+00:00,rec-86333,jeffrey,allen,peterson,f,03/10/1992, 297  trippe  road  lakewood  estate , humpty  doo ,836.0,nt, 08  7344  7160 ,jeffrey84@hotmail.com,-27.423822714681442
i132926670,30, 7590  51908  2  1 ,not-married,188,-99,41,78,159,0,repair-of-triple-a,2018-03-18t15:34+00:00,32,senior-secondary-school,other-labourer,15201.0, 2821  9505  8408  8281 ,13,2020-06-18t04:12+00:00,rec-71231,john,samuel,kurtz,f,12/06/1988, 1  birdwood  drive  woodridge  estate ,woodridge,6041.0,wa, 08  5551  7182 ,john15@yahoo.com,-28.010411951109102
g128331001,34, 4913  83688  2  1 ,married-de-facto,170,-99,32,77,139,0,chest-pain,2016-12-19t16:18+00:00,38,bachelor-degree,health-professional,97491.0, 7232  9982  0062  9364 ,10,2011-07-13t03:16+00:00,rec-10134,elizabeth,kaemiller,burton,f,13/11/1982, 108  william  street  the  mews  royal  hotel  bldg ,bathurst,2795.0,nsw, 02  4877  5993 ,burton.elizabeth@aol.com,-34.256055363321806
h161987568,67, 8161  40799  2  2 ,married-de-facto,178,-99,35,69,207,0,coughing,2013-01-02t05:39+00:00,74,advance-diploma,ict-technician,-9999.0, 4737  8672  8082  3200 ,55,2020-01-19t09:56+00:00,rec-96421,john,howe,pittman,m,18/03/1946, 88  links  road  warrendine ,gunnedah,2380.0,nsw, 02  0734  9882 ,spaomnmhaj@gmail.com,-31.246054791061734
g159024227,21, 1922  73471  1  3 ,married-de-facto,190,-99,30,71,191,0,vomiting,2016-03-09t21:33+00:00,25,certificate-ii,carer,68194.0, 6898  3987  5831  7676 ,6,2020-07-27t12:38+00:00,rec-74597,jack,kalani,mckoy,f,24/05/1995, 160  mount  nutt  road  queensbridge  caravan  park ,bowen,4805.0,qld, 07  6271  3529 ,frpfqfghak@hotmail.com,-27.423822714681442
f148972803,49, 1945  67528  1  1 ,married,174,-99,31,78,302,1,possible-tia,2013-09-25t23:17+00:00,56,bachelor-degree,legal-professional,126076.0, 2709  6977  7235  0877 ,37,2020-07-02t21:38+00:00,rec-69787,chad,michael,penley,m,02/08/1964, 9  the  esplanade  bridgeport ,darwin,800.0,nt, 08  9946  0431 ,chad.penley@mail.com,-32.69916765755053
g112966047,66, 8585  40877  1  2 ,divorced,193,-99,37,77,231,0,laser-surgery,2017-11-15t06:53+00:00,69,certificate-i,carer,54196.0, 3286  6108  7249  9654 ,49,2019-03-12t05:25+00:00,rec-207,daniel,elmer,camarillo,m,25/03/1951, 36  martins  lane  billabong ,portsea,3944.0,vic, 03  0121  9039 ,,-26.577894708582782
a123842805,16, 4742  64292  1  3 ,not-married,183,-99,28,73,160,0,elavated-psa,2014-06-19t01:16+00:00,22,certificate-iv,automotive-worker,59069.0, 2314  9904  1321  6029 ,3,2020-04-02t23:27+00:00,rec-61390,christopher,hallman,wales,m,01/03/1998, 59  george  street  warrina  park ,paradise,5075.0,sa, 08  1482  9083 ,wales7@aol.com,-29.56194571351787
h196677207,65, 5200  31802  2  2 ,married,187,-99,18,71,163,0,dizziness,2019-01-06t24:59+00:00,66,bachelor-degree,legal-professional,-9999.0, 6844  9673  0997  6073 ,40,2013-09-11t10:59+00:00,rec-34487,james,dominique,giles,m,22/01/1954, 49  bundock  street  belrowes  medical  centre , belgian  gardens ,4810.0,qld, 07  9155  7909 ,giles.james@aol.com,-28.310789556464293
g197598518,28, 2605  69993  1  2 ,married,179,-99,35,70,272,0,anemia-(with-blood-in-urine-and-low-energy)-due-to-warfarin-use,2017-05-17t02:29+00:00,33,diploma,engineering-worker,50589.0, 1472  0781  8630  2764 ,14,2020-05-03t10:21+00:00,rec-74885,christopher,clayton,kapp,f,13/01/1987, 45  maurice  street  flt  3 ,norlane,3214.0,vic, 03  0879  9762 ,kapp22.mail.com,-30.8979120501857
d151246480,62, 6834  11393  1  2 ,married-de-facto,196,-99,28,73,88,0,intestinal-virus,2016-05-02t04:10+00:00,66,graduate-certificate,general-manager,119318.0, 9890  9689  7548  1339 ,47,2020-05-18t14:34+00:00,rec-17536,kayla,nicole,mccoy,f,02/02/1954, 54  short  street  bimbimbie ,merimbula,2548.0,nsw, 02  7146  8956 ,mccoy93@mail.com.au,-25.770512286547273
i131615443,55, 2676  67307  2  2 ,not-married,187,-99,39,78,130,0,ankle-swelling,2018-10-17t09:43+00:00,57,certificate-iii,ict-technician,131291.0, 0373  4468  1186  1323 ,38,2020-04-27t10:13+00:00,rec-82000,robert,austin,ward,f,26/02/1963, 501  little  collins  street  aprt  601 ,melbourne,3000.0,vic, 03  3705  2637 ,ward.robert@mail.com,-28.310789556464293
b118144703,56, 3706  26039  1  2 ,married-de-facto,174,-99,20,74,204,0,coughing,2017-01-04t04:08+00:00,59,bachelor-degree,ict-technician,105429.0, 6567  1386  0916  3090 ,40,2020-01-02t10:03+00:00,rec-70859,leslie,franklin,bendicksen,f,18/06/1961, 582  st  kilda  road  aprt  807 ,melbourne,3000.0,vic, 03  5605  0449 ,bendicksen.leslie@hotmail.com,-32.69916765755053
i153458679,7, 2270  10458  1  3 ,married,120,-99,13,77,255,0,diarrhea,2020-01-17t09:26+00:00,7,primary-school,,0.0,,0,2020-04-18t20:14+00:00,rec-94902,robert,lee,hall,f,04/11/2013, 32  clendon  road  aprt  3 ,toorak,3142.0,vic,,hall9@mail.com.au,-68.75
f198352910,44, 5977  12445  2  2 ,married-de-facto,176,-99,31,76,123,0,shingles-(r)-chest-and-arm,2018-01-20t10:57+00:00,46,senior-secondary-school,machinary-driver,16163.168141914162, 3427  5107  3292  1637 ,27,2020-06-06t11:40+00:00,rec-70852,thomas,alexander,archer,m,07/02/1974, 506  maidens  brush  road  henry  kendall  vlge ,wyoming,2250.0,nsw, 02  6886  8453 ,thomas32@mail.com.au,-31.960227272727273
d162901204,46, 3942  98991  1  2 ,married,178,-99,37,73,192,0,chest-pain,2016-07-25t19:45+00:00,50,diploma,other-technician,88898.12462987073, 8072  2191  4125  0782 ,31,2020-01-12t24:25+00:00,rec-54619,daniella,g,johnson,f,20/04/1970, 1211  glenora  road  kinvarra ,plenty,7140.0,tas, 03  1407  7920 ,johnson.daniella@gmail.com,-31.246054791061734
d176582981,31, 9759  74879  1  2 ,married,183,-99,18,77,177,0,fall,2018-07-07t13:19+00:00,33,secondary-school,taxi-driver,-4059.267864303831, 2257  9275  1389  3252 ,14,2020-03-20t10:37+00:00,rec-36655,frances,hoover,herring,f,09/02/1987, 1  meandarra  road  rp  892802 ,westmar,4405.0,qld, 07  5780  7570 ,herring98@mail.com.au,-29.56194571351787
e142019711,62, 5267  50563  1  1 ,married-de-facto,183,-99,28,78,143,1,tinea-cruris,2019-11-15t07:41+00:00,63,certificate-ii,engineering-worker,87778.0, 2458  5476  6796  2838 ,41,2017-06-18t12:37+00:00,rec-41313,cametrice,ann,brown,f,28/07/1957, 16  parker  street  flt  4 ,werribee,3030.0,vic, 03  1514  0800 ,cametrice.brown@hotmail.com,-29.56194571351787
i153282262,81, 4752  53926  1  2 ,married,192,-99,34,74,187,0,corneal-separation---right-eye,2017-09-10t19:09+00:00,87,certificate-iii,re-tired,-9999.0, 9603  0981  4858  8879 ,45,2020-04-12t11:50+00:00,rec-37963,katherine,nicole,garris,m,18/09/1933, 32  larch  crescent  yernga  village , mount  waverley ,3149.0,vic, 03  8368  2968 ,lhpepsnlpr.gmail.com,-26.85546875
g146585632,11, 8837  78228  1  2 ,not-married,128,-99,20,78,175,0,(tia),2015-03-18t16:52+00:00,16,senior-secondary-school,casual-worker,-5127.058296170657, 4955  2082  2895  5172 ,3,2020-01-27t21:59+00:00,rec-22631,willie,cole,jackson,m,12/03/2004, 107  arundel  drive  hse  29 ,arundel,4214.0,qld, 07  9562  8189 ,jkajdpeccg@mail.com.au,-60.4248046875
c145405874,68, 4104  11840  2  1 ,married,166,-99,52,75,67,1,swollen-l-lymph-gland,2014-01-22t17:05+00:00,74,certificate-iv,engineering-worker,50986.0, 0188  7660  6747  2009 ,55,2020-05-22t17:50+00:00,rec-29361,brandi,marie,freshcorn,f,22/09/1946, 22  murna  road  villa  146  alloura  waters ,davistown,3797.0,nsw, 03  4498  9046 ,kltmpbfmjp@hotmail.com,-35.9268398896792
a183683327,69, 5189  24440  1  2 ,married,195,-99,20,76,178,0,drowsiness---takes-naps-sometimes-right-after-breakfast,2019-08-25t18:38+00:00,70,senior-secondary-school,machinary-driver,15915.0, 9039  5204  5423  9485 ,47,2016-05-15t13:14+00:00,rec-54770,sheena,penley,hancock,f,15/03/1950, 291  greberts  road  whiteman  creek , whiteman  creek ,2460.0,nsw, 02  6747  9565 ,sheena46@hotmail.com,-26.035502958579883
f128418675,60, 5111  92397  2  2 ,married-de-facto,183,-99,40,75,165,0,toenail-fungus,2017-08-05t06:38+00:00,63,advance-diploma,education-professional,-9999.0, 6976  0840  5906  0113 ,44,2020-07-08t11:15+00:00,rec-27602,betty,justus,foster,f,03/12/1957, 1  proctors  road  southlea ,kingston,7051.0,tas, 03  7934  2388 ,betty.foster@hotmail.com,-29.56194571351787
d164106493,3, 8102  14533  2  3 ,married,102,-99,16,68,179,0,dry-skin,2014-02-23t02:16+00:00,11,primary-school,,0.0,,0,2020-07-17t01:41+00:00,rec-43128,diana,anne,faulk,f,15/04/2009, 67  coonowrin  road  glass  hse , glass  house  mountains ,4518.0,qld, 07  7730  0243 ,diana5.aol.com,-95.15570934256056
f181347201,51, 3206  57375  2  1 ,married,188,-99,31,73,150,1,anxiety,2012-05-04t03:45+00:00,59,certificate-i,other-service-worker,72677.0, 8287  2862  4417  0145 ,39,2019-06-06t07:57+00:00,rec-20788,sejalben,ann,bumgarner,f,04/04/1961, 23  bridges  road  braeside ,gerringong,2534.0,nsw, 02  3714  1821 ,sejalben.bumgarner@yahoo.com,-28.010411951109102
g147275434,13, 3926  79455  1  2 ,married,156,-99,22,72,183,0,paranoia,2012-07-12t03:47+00:00,21,certificate-iii,ict-technician,143041.0, 8210  7104  8312  1529 ,2,2020-05-26t07:21+00:00,rec-80755,norman,steven,joyner,f,03/02/1999, 1  diura  street  maroochy  river  home  park ,maroochydore,4850.0,qld, 07  8192  6322 ,norman72@mail.com.au,-40.68047337278106
b182989521,27, 5388  96906  2  1 ,not-married,198,-99,28,87,198,0,fall-with-subsequent-rib-pain,2014-09-19t22:11+00:00,33,certificate-iii,other-technician,-9999.0, 7673  3703  7477  0560 ,14,2020-06-11t13:04+00:00,rec-78890,russell,francis,king,f,09/12/1987, 11  wharf  street  cleveland  waters ,cleveland,4163.0,qld, 07  5500  7538 ,king.russell@aol.com,-25.252525252525253
i178708654,53, 1560  28234  1  2 ,not-married,196,-99,17,76,261,0,headache,2011-07-10t08:02+00:00,62,advance-diploma,ict-technician,138504.0, 6255  1407  4123  1293 ,43,2020-04-15t22:47+00:00,rec-15222,linda,l,orlowski,f,01/05/1958, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  6600  8669 ,orlowski28@gmail.com,-25.770512286547273
c118371224,76, 3323  86996  2  2 ,not-married,165,-99,46,72,78,0,decreased-appetite,2013-10-04t13:42+00:00,83,senior-secondary-school,re-tired,0.0, 9494  1323  2085  4470 ,45,2020-06-23t13:56+00:00,rec-1472,mary,scharff,burt,f,24/09/1937, 182  grafton  street  solander  centre ,cairns,4870.0,qld, 07  9948  9802 ,oiblirctcl@gmail.com,-36.36363636363637
b182387949,57, 7739  82620  2  1 ,married-de-facto,192,-99,39,70,224,0,nasal-drip,2016-07-18t04:11+00:00,61,graduate-certificate,ict-professional,-9999.0, 4688  2617  8311  1999 ,42,2020-07-02t08:28+00:00,rec-66431,melvin,telles,waldrop,m,08/02/1959, 14  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  9327  8069 ,bceoemajkf@yahoo.com,-26.85546875
d118317366,17, 5660  75060  1  3 ,not-married,177,-99,28,81,254,1,vision-has-been-blurry,2019-06-08t07:38+00:00,18,senior-secondary-school,casual-worker,0.0, 6994  9529  4074  2380 ,1,2020-02-07t12:53+00:00,rec-80828,mack,wayne,ingram,f,19/04/2002, 1  oenpelli  street  community  oenpelli ,oenpelli,822.0,nt, 08  5283  8398 ,mack.ingram@mail.com.au,-31.600114909508758
h182243239,26, 3644  43872  2  1 ,married,190,-99,30,73,213,0,sinusitis,2015-02-06t03:20+00:00,31,bachelor-degree,education-professional,106075.0, 3199  6896  3777  8629 ,12,2020-06-20t22:32+00:00,rec-83139,gavin,lee,gardner,f,03/12/1989, 535  roughead  street  moondani  house , leongatha  south ,3952.0,vic, 08  5753  3832 ,gardner.gavin@gmail.com,-27.423822714681442
h178636459,10, 4087  38634  2  2 ,married,137,-99,22,70,119,0,cataract-surgery-left-eye,2020-05-02t09:47+00:00,10,primary-school,,0.0,,0,2020-04-01t19:13+00:00,rec-66327,bobby,jerrod,satterwhite,m,04/01/2010, 7  keith  lane  level  one , fannie  bay ,820.0,nt, 08  3881  4635 ,bobby.satterwhite@gmail.com,-52.74655016250199
c111095055,17, 6647  71940  2  3 ,not-married,180,-99,16,76,261,0,decreased-rom-left-knee-due-to-pain---recent-injury-sprain-(per-physical-exam),2013-08-05t02:42+00:00,24,diploma,other-technician,83121.0, 0244  5960  2776  6655 ,5,2020-03-03t17:40+00:00,rec-50700,joe,f,mccullen,m,26/08/1996, 37  seymour  avenue  chippendale  village ,modbury,5092.0,sa, 08  4559  7936 ,jsfpmlesjk@aol.com,-30.555555555555554
i106502437,75, 1257  18047  2  2 ,married-de-facto,192,-99,30,77,189,0,urinary-tract-infection,2016-07-17t21:55+00:00,79,diploma,re-tired,13007.311862190703, 2959  4256  9458  6417 ,45,2018-08-12t04:16+00:00,rec-41608,dixie,maddox,mcclain,f,07/11/1941, 11  livingston  street  flt  2 , south  hobart ,7004.0,tas, 03  6660  9825 ,mcclain.dixie@yahoo.com,-26.85546875
c120323278,12, 2995  56717  1  2 ,not-married,151,-99,26,69,130,0,l---forearm-rash,2014-12-20t17:39+00:00,18,senior-secondary-school,casual-worker,-9999.0, 4478  3163  9856  4162 ,1,2020-06-26t09:04+00:00,rec-19553,richard,ray,johnson,m,02/06/2002, 1  lynette  drive  the  dome , mackay  north ,4216.0,qld, 07  6865  6362 ,richard58@mail.com.au,-43.41914828297004
h167707934,36, 6142  54324  1  1 ,married,165,-99,37,71,179,1,left-adrenal-nodule,2016-04-09t13:51+00:00,40,senior-secondary-school,other-labourer,16456.0, 5400  7922  5608  1776 ,21,2020-01-21t15:14+00:00,rec-15235,sally,barbour,tart,f,30/11/1980, 4515  princes  highway  plainbrook ,birregurra,3242.0,vic, 03  8192  0106 ,tart94.mail.com.au,-36.36363636363637
i194901110,59, 2550  50114  2  2 ,not-married,176,-99,20,74,235,0,difficulty-swallowing,2016-10-16t24:19+00:00,63,certificate-i,carer,42946.0, 7345  4748  2020  2676 ,43,2019-09-16t13:32+00:00,rec-22389,judy,sheiquire,lee,f,03/08/1957, 531  emu  creek  road  ardrossan , emu  creek ,3551.0,vic, 03  2027  8091 ,judy4@mail.com,-31.960227272727273
e141131604,16, 7635  39572  2  3 ,married,166,-99,25,71,117,1,urinary-frequency,2016-12-25t21:48+00:00,20,senior-secondary-school,clerical-worker,40791.0, 0005  8637  6825  9878 ,1,2020-04-26t22:08+00:00,rec-49617,grace,leah,hooton,f,20/09/2000, 2  camfield  street  seychelles , alexandra  headland ,4572.0,qld, 07  5434  7641 ,grace.hooton@gmail.com,-35.9268398896792
g144794034,37, 9101  89703  1  1 ,married-de-facto,192,-99,25,77,135,0,pulmonary-embolism,2015-02-01t01:53+00:00,42,secondary-school,looking-for-employment,1978.0, 7423  1968  1560  6130 ,22,2019-02-15t11:02+00:00,rec-66035,john,vincent,mccarter,m,02/07/1978, 350  north  bonville  road  beechwood  park ,bonville,2880.0,nsw, 02  3836  5320 ,mccarter22@hotmail.com,-26.85546875
f152148318,66, 9825  85476  1  1 ,married,172,-99,48,69,188,0,back-pain,2013-04-13t09:27+00:00,73,advance-diploma,other-technician,86604.20122019414, 9035  9739  8243  2446 ,53,2019-01-12t24:38+00:00,rec-1865,ronald,andrew,reid,f,21/05/1947, 11  main  street  port  11 , eungai  creek ,2441.0,nsw, 02  2430  8951 ,ronald.reid@hotmail.com,-33.46403461330449
e160498671,13, 6106  26932  2  3 ,not-married,147,-99,32,71,160,0,fall,2016-10-16t09:36+00:00,17,senior-secondary-school,casual-worker,0.0, 6513  2568  5670  7198 ,2,2020-06-09t19:26+00:00,rec-26424,john,mitchell,barnett,m,07/03/2003, 13  honeysuckle  drive  lauries  marina ,bokarina,4575.0,qld, 07  6557  5619 ,john26@gmail.com,-45.81424406497293
e159854479,32, 8344  16000  1  2 ,not-married,179,-99,30,81,245,0,headache,2018-11-26t10:10+00:00,34,advance-diploma,ict-technician,94653.0, 3528  2383  3911  4682 ,14,2019-06-20t16:11+00:00,rec-84612,michael,franklin,foster,f,31/12/1986, 80  mansfield  road  woods  point ,jamieson,3723.0,vic, 03  5552  4743 ,michael42@hotmail.com,-30.8979120501857
f154883105,38, 3023  94569  2  2 ,married,165,-99,21,78,231,0,vasovagal-reaction-with-pre-syncope,2016-11-25t13:03+00:00,42,senior-secondary-school,other-clerical-worker,34107.0, 5365  9279  0033  3853 ,23,2020-07-12t16:51+00:00,rec-64185,jesse,patrick,gaither,m,25/03/1978, 9012  bass  highway  willows  end ,latrobe,7307.0,tas, 03  3435  3859 ,tgrddhndhb@yahoo.com,-36.36363636363637
c153146915,67, 7654  73508  2  2 ,not-married,181,-99,31,66,139,0,left-sciatica,2014-09-05t13:28+00:00,73,certificate-i,personal-services-worker,63344.0, 0282  5727  5897  2693 ,54,2020-01-21t22:47+00:00,rec-15622,hannah,apperson,frangakis,f,15/09/1947, 45  sutherland  road  lothbeg ,cosgrove,3280.0,vic, 03  0883  0374 ,heblcprkei@hotmail.com,-30.218857788223804
b197935819,65, 9227  99586  1  2 ,married-de-facto,188,-99,18,78,182,0,drowsiness,2019-07-12t03:36+00:00,66,certificate-ii,health-support-worker,51243.0, 9037  8967  7545  7535 ,46,2019-07-21t13:28+00:00,rec-69261,kawanna,louise,morris,f,31/05/1954, 1  felton  road  glendene ,southbrook,4352.0,qld, 07  2584  2912 ,kawanna48@hotmail.com,-28.010411951109102
i161743957,69, 2906  93267  2  1 ,not-married,179,-99,29,75,203,0,diarrhea,2015-01-03t21:53+00:00,74,certificate-iii,other-worker,60417.0, 0387  5367  6284  0068 ,55,2020-07-21t09:52+00:00,rec-25077,violue,cyntaye,lowe,f,29/11/1946, 1  sorrento  park  river  road ,deloraine,7304.0,tas, 03  3153  5043 ,lowe.violue@gmail.com,-30.8979120501857
d143229181,19, 9166  60203  2  3 ,not-married,179,-99,27,82,187,1,lateral-left-foot-pain,2017-06-20t13:43+00:00,22,secondary-school,machinary-driver,13478.0, 2337  9742  8005  4951 ,3,2020-02-19t10:03+00:00,rec-94533,richard,thomas,simmons,f,02/04/1998, 165  jacaranda  drive  millstream  estate ,ravenshoe,4872.0,qld, 07  4910  0111 ,ilqhbrpaie@gmail.com,-30.8979120501857
f158464656,7, 4255  88351  2  2 ,married,119,-99,17,76,120,0,fall-on-l-knee,2016-03-19t11:16+00:00,11,primary-school,,0.0,,0,2020-01-25t12:41+00:00,rec-68889,silvia,stafford,boyles,f,12/07/2009, 5286  marine  (north)  drive  marine  drive , sanctuary  cove ,4212.0,qld, 03  0828  1746 ,silvia43@yahoo.com,-69.91031706800368
b143213269,60, 1850  36633  1  1 ,married,169,-99,19,77,192,0,halitosis,2017-07-11t05:55+00:00,63,advance-diploma,education-professional,140528.0, 0760  3167  2601  2287 ,42,2018-07-19t10:33+00:00,rec-27588,rosa,rogoff,gentry,f,02/02/1957, 421  pacific  highway  unite  45 ,artarmon,2064.0,nsw, 02  3796  7757 ,gentry.rosa@aol.com,-34.6626518679318
d198612219,24, 9951  37513  2  2 ,married,170,-99,23,75,250,0,muskuloskeletal--low-bone-density,2013-03-03t01:05+00:00,31,graduate-certificate,legislator,152979.0, 9449  1675  4521  7872 ,10,2018-01-15t20:34+00:00,rec-87532,tyler,sidney,walker,f,02/08/1989, 1  sawpit  gully  road  bridge  creek  street ,mansfield,3724.0,vic, 03  5720  7045 ,walker17@mail.com.au,-34.256055363321806
e146471398,29, 5775  81968  2  1 ,not-married,173,-99,35,69,179,1,chest-wall-musculoskeletal-pain.-hx-fall,2014-09-08t16:41+00:00,35,certificate-iii,construction-worker,75609.0, 5188  4136  8946  3767 ,16,2020-03-23t21:50+00:00,rec-36290,dorothy,marie,reid-starks,f,16/11/1985, 5150  st  helens  road  loormeah  park , port  fairy ,3279.0,vic,,dorothy36@aol.com,-33.07828527515119
c194622372,25, 6428  61134  1  3 ,not-married,195,-99,38,77,203,0,shingles,2012-10-15t01:52+00:00,33,certificate-iv,automotive-worker,78443.0, 6943  9387  5729  5161 ,14,2020-06-13t23:01+00:00,rec-9244,wanda,michelle,capps,f,25/04/1987, 740  mount  alexander  road  flr  1 , moonee  ponds ,3039.0,vic, 03  8227  1764 ,capps27@yahoo.com,-26.035502958579883
f107798303,19, 5650  13893  2  2 ,married,170,-99,38,68,172,0,lt-knee-pain,2014-02-19t08:30+00:00,25,masters-degree,ict-professional,84612.0, 2098  3060  5211  1809 ,6,2020-02-21t01:37+00:00,rec-40325,candice,s,ivey,f,11/09/1995, 33  craig  road  junction  villi ,cranbourne,3977.0,vic, 03  8615  5143 ,candice.ivey@yahoo.com,-34.256055363321806
a122332688,26, 4591  48017  2  1 ,separated,186,-99,26,74,178,0,urinary-frequency,2015-01-15t05:11+00:00,31,certificate-i,carer,71324.0, 4742  8134  9139  4319 ,12,2020-05-09t11:56+00:00,rec-32217,david,lamar,thornton,m,19/01/1989, 1972  east  tamar  highway  highfield ,dilston,7252.0,tas, 03  8810  6763 ,david.thornton@mail.com,-28.61602497398543
h177948191,39, 6154  88114  2  1 ,not-married,199,-99,30,75,153,1,syncope,2020-05-07t12:20+00:00,39,diploma,automotive-worker,76026.0, 6063  6755  8438  6067 ,12,2012-10-01t15:11+00:00,rec-97679,charles,william,ratcliff,f,22/07/1981, 7  lewis  road  friesian  stud ,ripplebrook,3818.0,vic, 03  2789  6680 ,iplameophc.hotmail.com,-24.999368702810536
f144921625,23, 8754  81250  1  3 ,married,198,-99,28,75,209,0,conjunctivitis,2013-09-19t13:44+00:00,30,senior-secondary-school,cleaner,19841.0, 2705  1035  4245  3040 ,10,2019-09-11t18:04+00:00,rec-90745,oscar,martin,tedder,f,14/07/1990, 565  taylor  bay  road  right  arm ,eildon,3713.0,vic, 03  1552  4662 ,tedder.oscar@hotmail.com,-25.252525252525253
