ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
e144008740,6, 8244  66705  1  3 ,married,122,23,15,75,130,0,lp-(spinal)-headahce,2020-06-24t18:55+00:00,6,primary-school,,0.0,,0,2020-01-11t18:23+00:00,rec-77619,thomas,marcusdelafaye,walter,f,29/01/2014, 2  grace  court  flt  2 ,wangaratta,3677.0,vic, 03  4359  1265 ,thomas.walter@yahoo.com
c168166025,26, 7915  99783  2  2 ,married,185,105,30,68,202,0,cough,2012-03-21t21:21+00:00,32,graduate-diploma,manager,157566.0, 0168  5443  3071  2887 ,15,2018-04-17T02:47+00:00,rec-37988,david,reid,smith,m,07/02/1986, 1  hobart  place  amp  building , canberra  city ,2601.0,act, 03  4595  0640 ,david15@mail.com
h186491210,11, 4682  44915  2  3 ,married,138,51,26,71,183,0,fall,2017-04-20t21:10+00:00,14,secondary-school,,9325.4836547151,,0,2020-03-17t06:36+00:00,rec-65687,kelsey,annebassett,devericks,f,26/12/2006, 738  osmaston  road  glen  osma ,westbury,7303.0,tas, 03  8295  4452 ,kelsey56@yahoo.com
h166146346,56, 6941  98323  1  1 ,married,185,69,20,77,188,0,low-energy,2015-07-23t20:41+00:00,57,certificate-ii,carer,56027.0, 2498  1303  5160  7046 ,42,2016-06-05T04:16+00:00,rec-65390,bryant,randolphlouis,ghorley,f,19/10/1959, 1  milikapiti  street  snake  bay , melville  island ,822.0,nt, 08  3706  5842 ,kkmigffemf@mail.com
h104575477,14, 1926  11105  1  3 ,not-married,163,47,17,71,249,0,weight-loss,2018-01-19t01:43+00:00,16,senior-secondary-school,casual-worker,0.0, 2181  3254  8604  4802 ,3,2020-04-15t22:26+00:00,rec-3842,marques,dupree,smith,m,19/07/2004, 42  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  9452  7184 ,rdboqirqks@mail.com.au
e186251043,13, 2156  74651  1  2 ,not-married,144,-99,33,70,153,0,fall,2017-10-20t12:52+00:00,16,senior-secondary-school,casual-worker,0.0, 1177  4085  6091  0224 ,3,2020-02-15t24:18+00:00,rec-27082,raheem,brandon,anderson,m,06/03/2004, 529  rawdon  island  road  bindaree , rawdon  island ,2446.0,nsw, 02  6515  4299 ,anderson.raheem@mail.com
a129219492,10, 2827  66355  1  2 ,married,140,38,19,73,173,0,drowsiness,2017-04-22t10:22+00:00,13,secondary-school,,0.0,,0,2020-02-16t11:55+00:00,rec-93266,herman,james,hall,f,11/10/2007, 1  old  beaconsfield  road  loyola  park ,emerald,3782.0,vic, 03  3725  9001 ,herman90@yahoo.com
g145217475,15, 4607  74716  1  3 ,not-married,162,51,19,74,161,0,torn-ligaments,2019-06-25t24:05+00:00,16,senior-secondary-school,casual-worker,0.0, 1150  4190  3035  5300 ,3,2020-03-22t03:38+00:00,rec-16181,ronald,lee,mohamed,f,02/09/2004, 150  queen  street  allamanda  hospital ,southport,4215.0,qld, 07  7389  6958 ,ronald.mohamed@yahoo.com
c130891029,7, 4303  98471  2  3 ,married,118,30,21,72,190,0,ankle-swelling,2020-04-08t24:38+00:00,7,primary-school,,-9999.0,,0,2020-05-04t06:32+00:00,rec-11330,luther,michael,dunham,m,07/10/2013, 8  wattle  street  hopetoun  quays ,birchgrove,2041.0,nsw, 02  3374  6715 ,luther.dunham@gmail.com
e118272810,16, 7634  24970  2  2 ,not-married,168,55,19,76,155,1,left-knee-replacement-surgery,2018-12-14t15:25+00:00,18,senior-secondary-school,casual-worker,0.0, 8695  8395  3867  7265 ,1,2020-07-09t15:29+00:00,rec-44040,joseph,ray,yates,m,27/09/2002, 1156  padman  drive  alpine  orthosport ,albury,2640.0,nsw, 02  2575  7855 ,yates90@hotmail.com
b181979844,16, 9830  18558  2  3 ,not-married,176,69,22,70,178,0,diarrhea,2019-09-26t20:24+00:00,17,senior-secondary-school,casual-worker,4182.4812607042895, 3175  5339  0715  3664 ,2,2020-07-15t16:36+00:00,rec-63015,frederick,d,watson,m,02/02/2003, 9  jardine  street  kingston  tower ,kingston,2604.0,act, 02  9112  7697 ,frederick.watson@gmail.com
f174258579,8, 6149  94447  2  2 ,married,130,23,13,78,157,0,right-eye-cataract,2013-03-26t03:27+00:00,15,secondary-school,,0.0,,0,2020-02-01t10:36+00:00,rec-7972,brittany,l,wigginton,f,19/04/2005, 306  bong  bong  street  springetts  arcade ,bowral,2576.0,nsw, 02  9976  0526 ,wigginton29@yahoo.com
b114459365,16, 8494  17002  1  2 ,married,163,71,26,68,208,0,urinary-tract-infection,2016-07-01t18:24+00:00,16,senior-secondary-school,taxi-driver,11437.0, 3193  8905  7550  3074 ,1,2016-05-02T04:15+00:00,rec-73238,jacob,william,baldwin,f,03/01/2000, 10  oakland  avenue  21st ,windang,2528.0,nsw, 02  1193  7889 ,kcsfmcallb@aol.com
b135550055,8, 7310  55128  2  3 ,married,135,34,18,70,142,0,consitpation,2020-03-24t01:42+00:00,8,primary-school,,0.0,,0,2020-04-06t03:11+00:00,rec-58020,lisa,lee,mcbeth,f,14/07/2012, 120  osborne  parade  lake  windemere  caravn  park ,warilla,2528.0,nsw, 02  6708  5552 ,bmsbnrgokc@mail.com.au
d180135946,9, 9361  57315  1  3 ,married,127,36,22,72,147,0,urinary-frequency,2020-01-23t13:19+00:00,9,primary-school,,-1529.3728656362164,,0,2020-05-15t02:54+00:00,rec-58393,judy,kristin,hollon,f,13/09/2011, 5  evans  road  heritage  est ,toukley,2263.0,nsw, 02  9255  5798 ,ghglqnrfle@mail.com
i135913770,9, 7181  92424  2  2 ,married,132,40,22,73,165,0,dizziness,2015-11-16t01:09+00:00,14,secondary-school,,0.0,,0,2020-01-23t01:05+00:00,rec-73146,justin,david,graves,f,01/01/2006, 508  blowering  road  hse  1 ,tumut,2720.0,nsw, 02  0760  4441 ,justin.graves@mail.com
d133023856,3, 3231  55853  1  3 ,married,106,21,18,73,237,0,musculoskeletal-pain-(hips,2020-02-11t03:11+00:00,6,primary-school,,0.0,,0,2020-06-27t12:13+00:00,rec-50679,quantavia,besore,evans,f,18/06/2014, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  5141  6561 ,evans.quantavia.gmail.com
c163034946,8, 7364  98085  2  2 ,married,122,35,23,74,198,0,urinary-discomfort,2020-07-15t14:49+00:00,8,primary-school,,0.0,,0,2020-04-07t04:25+00:00,rec-40,robert,earl,schronce,m,20/07/2012, 97  poinciana  avenue  cooloola  centre ,tewantin,4565.0,qld, 07  6791  1063 ,fhfcafsgjf@mail.com.au
d198686193,13, 8583  94588  2  2 ,not-married,146,51,23,79,130,0,fall,2015-06-11t06:59+00:00,18,senior-secondary-school,casual-worker,0.0, 7876  1168  4594  2740 ,1,2020-02-08t05:36+00:00,rec-40523,latrail,dean,pratt,f,09/08/2002, 7  oakdene  road  tarana ,dubbo,2830.0,nsw, 02  0215  6545 ,pratt65@hotmail.com
i117279037,19, 6914  42531  2  2 ,married-de-facto,173,97,32,73,182,0,psoriasis-to-scalp-&-face,2017-12-14t12:49+00:00,18,certificate-iv,construction-worker,58175.61335054599, 6689  3601  4914  0671 ,3,2016-09-13T08:41+00:00,rec-73464,lawson,william,akers,f,24/02/1998, 1  hardcastle  road  finis  river , dundee  beach ,840.0,nt, 08  8092  9184 ,akers.lawson@yahoo.com
a187460179,8, 9984  53687  2  3 ,married,136,33,17,69,202,0,low-energy,2015-03-22t06:59+00:00,13,secondary-school,,0.0,,0,2020-01-27t21:01+00:00,rec-7344,daniel,earl,boyer,m,15/03/2007, 19  mcintyre  street  gowrie  court ,narrabundah,2900.0,act, 02  4152  9937 ,boyer9@mail.com
e111030190,12, 4510  24889  2  2 ,not-married,139,50,25,78,281,0,dizzy-spells,2014-05-19t07:56+00:00,18,senior-secondary-school,casual-worker,0.0, 3523  9426  5039  5043 ,1,2020-07-19t11:33+00:00,rec-90945,kenneth,parshall,jolly,f,29/04/2002, 795  rathdowne  street  upstairs , carlton  north ,3054.0,vic, 03  8284  9819 ,kenneth58@yahoo.com
g183509956,10, 2547  53174  1  2 ,married,138,37,19,81,120,0,drowsiness,2020-06-09t21:15+00:00,10,primary-school,,-9999.0,,0,2020-02-10t23:03+00:00,rec-43576,carol,lynette,mcguire,m,20/03/2010, 91  diagonal  road  masonic  village , somerton  park ,5044.0,sa, 08  0612  5419 ,mcguire32@hotmail.com
h177356606,10, 2691  84278  1  2 ,not-married,146,49,22,74,125,0,fever,2012-10-07t14:46+00:00,18,senior-secondary-school,casual-worker,0.0, 1472  0550  1360  1698 ,1,2020-06-19t01:15+00:00,rec-8032,ariana,sue,comfort,f,31/08/2002, 150  rockhampton  road  capricorn  adventist  retirement  village ,yeppoon,4703.0,qld, 07  3658  8737 ,ariana.comfort.yahoo.com
e182522486,6, 4600  63133  2  2 ,married,109,21,17,76,147,0,dizziness,2015-01-18t22:13+00:00,11,primary-school,,0.0,,0,2020-05-24t18:57+00:00,rec-34608,ruth,blakey,taylor,f,26/12/2009, 67  minnesota  road  palm  springs  vlge , wyong  north ,2259.0,nsw, 02  1146  0197 ,taylor.ruth@mail.com
a112605940,10, 9943  52789  2  2 ,not-married,148,47,21,70,139,0,elevated-cholesterol,2014-01-12t04:19+00:00,16,senior-secondary-school,casual-worker,-9999.0, 1585  7085  3083  1806 ,3,2020-04-02t04:27+00:00,rec-42306,madhur,forsyth,weber,m,21/06/2004, 25  beale  street  hibiscus  lane ,southport,4215.0,qld, 07  1387  6758 ,madhur24@mail.com.au
f180715787,14, 3399  15483  2  3 ,married,173,63,21,80,279,0,bronchiogenic-carcinoma,2019-01-09t23:13+00:00,15,secondary-school,,0.0,,0,2020-03-03t13:28+00:00,rec-61464,dennis,michael,gray,m,18/06/2005, 98  dover  street  wrhse  4 ,richmond,3121.0,vic, 03  0824  5517 ,snnicbtopf@yahoo.com
f137470269,8, 5718  35528  2  2 ,married,131,25,14,82,145,0,abdominal-discomfort,2014-07-14t17:55+00:00,14,secondary-school,,9040.8662069908,,0,2020-07-14t18:33+00:00,rec-3513,donald,lynn,baker,m,18/04/2006, 13  petunia  close  carseldine  grove ,fitzgibbon,4018.0,qld, 07  0231  6492 ,baker51@hotmail.com
f123989642,13, 4122  38688  1  2 ,not-married,164,56,20,67,151,0,basal-cell-carcinoma---skin-leasion-to-left-aspect-of-forehead,2017-11-26t03:21+00:00,16,senior-secondary-school,casual-worker,0.0, 6527  0048  2206  6689 ,3,2020-07-27t15:22+00:00,rec-6517,madison,lynn,garland,f,02/06/2004, 113  the  grange  the  grove , tweed  heads ,2485.0,nsw, 02  0374  2241 ,iphgfflsco@aol.com
b142813259,9, 7876  62667  2  3 ,married,135,25,13,74,102,0,copd-exacerbation,2015-10-22t10:59+00:00,14,secondary-school,,-9999.0,,0,2020-01-09t17:35+00:00,rec-77243,robert,james,dehart,f,01/03/2006, 17  burpengary  road  burpengary  garden ,burpengary,3240.0,qld, 03  6623  1349 ,dehart.robert@hotmail.com
b198928902,11, 6433  46845  2  2 ,married,146,59,27,79,212,0,fall,2016-08-12t19:24+00:00,15,secondary-school,,0.0,,0,2020-02-14t09:53+00:00,rec-10461,dorothy,awad,bleszinski,f,21/10/2005, 11  raleigh  street  flt  24 ,prahran,3181.0,vic, 03  4547  3477 ,dorothy20@mail.com.au
b115722793,12, 3410  89944  1  3 ,married,133,47,26,71,198,0,sciatica,2019-10-10t08:43+00:00,13,secondary-school,,0.0,,0,2020-04-25t07:49+00:00,rec-45304,joy,brewer,rae,f,10/05/2007, 91  king  william  street  santos  house ,adelaide,5000.0,sa, 08  6218  7337 ,joy63@yahoo.com
g127781088,7, 1831  70354  1  3 ,married,110,28,23,73,248,0,urinary-tract-infection,2016-12-19t02:10+00:00,11,primary-school,,0.0,,0,2020-05-16t14:41+00:00,rec-25602,mary,m,gould,m,13/03/2009, 4  gladstone  street  paragon  mall ,fyshwick,2609.0,act, 02  4874  1674 ,
a142910575,7, 4661  49821  2  2 ,married,128,29,17,86,281,0,fecal-incontinence,2020-05-18t21:04+00:00,7,primary-school,,0.0,,0,2020-04-27t13:50+00:00,rec-72813,frederick,kenneth,newman,m,25/11/2013, 540  tynong  (north)  road  peppermint  ridge  farm , tynong  north ,3813.0,vic, 03  5104  7911 ,frederick.newman@mail.com.au
c100079757,11, 9176  24511  1  2 ,not-married,128,62,37,71,133,0,low-energy,2015-01-25t20:46+00:00,16,senior-secondary-school,casual-worker,0.0, 7628  2865  1328  2549 ,3,2020-02-09t21:41+00:00,rec-16481,andrea,howard,belton,f,25/12/2004, 156  beach  road  the  manor  village , batemans  bay ,2850.0,nsw, 02  7390  1944 ,andrea59@mail.com.au
d162488364,13, 9918  15764  1  2 ,not-married,165,62,22,76,173,0,itchy-skin,2017-04-05t16:43+00:00,16,senior-secondary-school,casual-worker,0.0, 6615  6011  1247  5089 ,3,2020-04-24t22:10+00:00,rec-85326,darrnell,lynn,harpe,f,15/08/2004, 230  dunmore  street  shaw  house , pendle  hill ,2145.0,nsw, 02  0598  3726 ,harpe.darrnell@mail.com
d162488364,13, 9918  15764  1  2 ,not-married,165,62,22,76,173,0,itchy-skin,2017-04-05t16:43+00:00,14,senior-secondary-school,casual-worker,-9999.0, 6615  6011  1247  5089 ,3,2018-08-16T23:33+00:00,rec-85326,darrnell,lynn,harpe,f,15/08/2004, 230  dunmore  street  shaw  house , pendle  hill ,2145.0,nsw,,
c127249747,12, 7818  52187  1  2 ,not-married,148,43,19,68,85,0,headache,2016-09-16t22:19+00:00,16,senior-secondary-school,casual-worker,0.0, 5796  2761  7507  5437 ,3,2020-06-13t21:36+00:00,rec-82055,john,manning,neill,m,15/07/2004, 7  hale  street  stanton  crest ,townsville,4810.0,qld, 07  8771  0169 ,john.neill@hotmail.com
d116077941,3, 1549  24296  2  2 ,married,108,16,13,78,142,0,depressed-mood,2012-03-13t06:35+00:00,12,secondary-school,,0.0,,0,2020-06-05t21:27+00:00,rec-5522,nipa,russell,hamill,f,27/02/2008, 375  commercial  road  rosebank  caravan  park ,yarram,3971.0,vic, 03  4403  6461 ,nipa13.hotmail.com
e153102471,9, 9996  76151  2  2 ,not-married,127,38,23,78,253,0,osteopenia,2011-01-26t11:58+00:00,18,senior-secondary-school,casual-worker,0.0, 1600  6067  3167  3475 ,1,2020-06-13t09:11+00:00,rec-79949,robert,earl,bennett,f,17/01/2002, 34  sandpiper  avenue  horizons  estate , salamander  bay ,2317.0,nsw, 08  6638  7645 ,robert.bennett@yahoo.com
h159393992,14, 6589  45385  1  3 ,not-married,151,67,29,74,210,0,depressed-mood,2016-08-23t05:26+00:00,18,senior-secondary-school,casual-worker,0.0, 9086  5418  5244  8270 ,1,2020-05-03t18:28+00:00,rec-23185,wendell,neil,luffman,m,05/07/2002, 7  keith  lane  level  one , fannie  bay ,820.0,nt, 08  4142  4279 ,eekeitndca@hotmail.com
d178827422,12, 2732  56427  2  3 ,not-married,151,57,24,79,185,0,depression,2016-10-24t23:25+00:00,16,senior-secondary-school,casual-worker,-9999.0, 8082  7397  3574  9655 ,3,2020-07-20t12:13+00:00,rec-60160,sabrina,james,barnwell,f,19/06/2004, 8  archer  street  tobruk  house ,rockhampton,4700.0,qld,,barnwell.sabrina@yahoo.com
i134056031,6, 1703  95735  1  3 ,married,126,26,16,70,137,0,renal-failure-due-to-bactrim,2016-01-26t16:54+00:00,11,primary-school,,0.0,,0,2020-04-09t23:12+00:00,rec-35297,mary,phipps,artis,m,20/09/2009, 5  mckay  garden  profsnl  centre ,turner,2612.0,act, 02  1989  4020 ,artis24@mail.com.au
c119706382,12, 9181  84652  2  2 ,not-married,151,45,19,71,156,0,broken-arm-and-pelvis,2016-12-15t05:11+00:00,16,senior-secondary-school,casual-worker,0.0, 9244  3246  7766  7678 ,3,2020-06-02t20:15+00:00,rec-50374,ronald,r,coleman,m,16/08/2004, 182  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  9230  1934 ,coleman.ronald@aol.com
f151665244,7, 7993  66943  1  3 ,married,110,20,16,73,75,0,head-injury-due-to-a-fall.-patient-fell-and-injured-his-head.-developed-a-big-(egg-size)-bruise-on-the-forehead.-ct-scan-done-for-intracranial-bleeding-was-negative.-bruise-and-sorness-lasted-for-few-months.,2014-10-22t18:33+00:00,13,secondary-school,,0.0,,0,2020-03-10t12:27+00:00,rec-14979,jessica,newkirk,whitaker,f,01/07/2007, 22  milton  street  flt  16 ,elwood,3184.0,vic, 03  0445  5923 ,jessica27@gmail.com
i153458679,7, 2270  10458  1  3 ,married,120,-99,13,77,255,0,diarrhea,2020-01-17t09:26+00:00,7,primary-school,,0.0,,0,2020-04-18t20:14+00:00,rec-94902,robert,lee,hall,f,04/11/2013, 32  clendon  road  aprt  3 ,toorak,3142.0,vic,,hall9@mail.com.au
g140483476,10, 2540  86941  2  2 ,not-married,123,40,26,79,170,0,skin-abnormality-right-facial-cheek,2013-08-22t21:29+00:00,17,senior-secondary-school,casual-worker,-9999.0, 2147  9453  2786  0492 ,2,2020-07-11t04:54+00:00,rec-9088,reba,corrine,gutowski,f,21/12/2003, 23  northcott  drive  div  adfa ,campbell,2612.0,act, 02  5791  0499 ,reba.gutowski@yahoo.com
a147276976,13, 5800  73804  1  3 ,not-married,163,63,23,77,214,0,syncopal-episode,2016-01-10t20:55+00:00,17,senior-secondary-school,casual-worker,0.0, 6968  1436  0796  2168 ,2,2020-06-16t23:16+00:00,rec-52492,jonathan,anicano,shelley,m,07/04/2003, 4  shakespeare  street  the  shakespeare  b  &  b ,heathcote,3523.0,vic, 03  7926  9402 ,lspmrbkkqd@gmail.com
g146585632,11, 8837  78228  1  2 ,not-married,128,-99,20,78,175,0,(tia),2015-03-18t16:52+00:00,16,senior-secondary-school,casual-worker,-5127.058296170657, 4955  2082  2895  5172 ,3,2020-01-27t21:59+00:00,rec-22631,willie,cole,jackson,m,12/03/2004, 107  arundel  drive  hse  29 ,arundel,4214.0,qld, 07  9562  8189 ,jkajdpeccg@mail.com.au
h198775197,8, 9115  22944  2  2 ,married,139,30,15,72,221,0,rash,2014-12-02t06:37+00:00,14,secondary-school,,0.0,,0,2020-06-05t02:32+00:00,rec-57339,kathleen,nicole,peltier,f,18/12/2006, 55  evans  road  lakefront  retirement  vlge ,toukley,2263.0,nsw, 03  2053  7158 ,peltier26@gmail.com
b183925493,10, 3559  49936  1  2 ,married,139,29,15,74,231,0,blurred-vision,2020-05-27t20:51+00:00,10,primary-school,,-9999.0,,0,2020-04-04t20:31+00:00,rec-32371,christine,jester,hillegass,f,26/06/2010, 918  balgowan  street  toowoomba ,acland,4352.0,qld, 07  7535  0222 ,mqfqlbgkfq@gmail.com
d174030454,14, 4611  86750  2  3 ,not-married,173,61,20,77,142,1,urinary-frequency,2017-10-23t13:26+00:00,17,senior-secondary-school,casual-worker,0.0, 8865  5854  4649  2091 ,2,2020-04-10t11:03+00:00,rec-51830,diana,denise,finch,f,23/02/2003, 146  cotlew  street  ashmore  plaza ,ashmore,4214.0,qld, 07  1661  1524 ,diana64@mail.com.au
e100719833,6, 7475  82654  2  2 ,married,111,20,16,67,80,0,macular-degeneration,2020-04-21t04:38+00:00,6,primary-school,,0.0,,0,2020-01-18t04:16+00:00,rec-55984,holly,f,leak,f,26/08/2014, 23  blackwood  street  grange  court ,maroochydore,4558.0,qld, 07  1657  4403 ,holly39@mail.com
b119230198,11, 7651  29595  1  2 ,not-married,152,51,22,76,191,0,cough,2015-04-25t01:44+00:00,16,senior-secondary-school,casual-worker,0.0, 8524  2019  9229  6825 ,3,2020-04-16t20:07+00:00,rec-48471,brandi,marie,mckinney,f,09/11/2004, 604  batman  highway  bayview ,hillwood,7252.0,tas, 03  7037  3840 ,mckinney40@hotmail.com
i166313592,9, 1351  83914  2  2 ,married,137,39,20,71,121,0,fall-tripped,2020-02-16t22:43+00:00,9,primary-school,,132.5927377544631,,0,2020-05-10t12:57+00:00,rec-60259,catherine,b,lehnberg,f,22/03/2011, 124  yallambee  avenue  leisure  living  vlge , gosford  west ,2250.0,nsw, 02  9460  4377 ,lksmctssjf.mail.com.au
b185283552,59, 3062  89324  1  1 ,divorced,194,148,39,78,247,0,abdominal-discomfort,2017-07-23t22:30+00:00,59,certificate-iii,ict-technician,115508.0, 1214  8093  5610  4828 ,43,2017-10-19T23:30+00:00,rec-37045,sandra,dianne,elmore,f,29/06/1958, 122  barlow  close  st  james  village ,heatley,4814.0,qld, 07  2131  0390 ,igaehhnibq@mail.com
i149089634,9, 4381  12564  2  2 ,married,141,30,15,75,77,0,carotid-stenosis,2020-05-25t18:33+00:00,9,primary-school,,0.0,,0,2020-02-02t05:56+00:00,rec-28889,roger,craig,bryant,m,02/02/2011, 1  shillabeer  road  winterbrook , sampson  flat ,5112.0,sa, 08  3734  5581 ,bryant38@aol.com
e189709569,11, 7625  53617  1  3 ,married,142,36,17,74,160,0,leg-cramps,2016-01-19t17:05+00:00,15,secondary-school,,0.0,,0,2020-04-13t22:58+00:00,rec-7392,shannon,ketner,ouellette,f,17/03/2005, 32  park  avenue  park  ave  vet  hospital , coffs  harbour ,2450.0,nsw, 02  4808  7696 ,shannon83@mail.com.au
d164106493,3, 8102  14533  2  3 ,married,102,-99,16,68,179,0,dry-skin,2014-02-23t02:16+00:00,11,primary-school,,0.0,,0,2020-07-17t01:41+00:00,rec-43128,diana,anne,faulk,f,15/04/2009, 67  coonowrin  road  glass  hse , glass  house  mountains ,4518.0,qld, 07  7730  0243 ,diana5.aol.com
b164236694,9, 7673  40370  2  3 ,not-married,127,33,20,74,184,0,uti,2013-11-06t10:40+00:00,16,senior-secondary-school,casual-worker,-9999.0, 3212  2281  7321  8187 ,3,2020-06-08t02:45+00:00,rec-64572,raymond,nyabaro,borosh,m,25/02/2004, 1  northbourne  flats  unt  6 ,turner,2612.0,act, 08  7882  4344 ,borosh.raymond@mail.com
i141301851,16, 6759  11812  2  3 ,not-married,165,65,23,76,41,0,coughing,2019-02-08t03:46+00:00,17,senior-secondary-school,casual-worker,-9999.0, 1680  8417  7815  8742 ,2,2020-03-24t07:27+00:00,rec-69128,curtis,pinkney,garrido,m,15/10/2003, 1  hobart  place  amp  bldg , canberra  city ,2601.0,act, 02  3634  3729 ,curtis36@aol.com
f128832659,16, 8065  12475  2  2 ,not-married,177,69,22,73,116,0,constipation,2018-08-24t15:51+00:00,18,senior-secondary-school,casual-worker,0.0, 6918  7852  4989  4910 ,1,2020-02-22t11:11+00:00,rec-31941,lazerick,e,grata,m,08/05/2002, 37  hunter  street  centre  for  legal  studies ,hobart,7000.0,tas, 03  8314  2934 ,lazerick.grata@yahoo.com
b179176729,11, 1197  47450  1  3 ,married,145,52,24,72,198,0,low-energy,2018-09-03t17:45+00:00,13,secondary-school,,0.0,,0,2020-01-19t18:42+00:00,rec-85755,bill,scott,flynn,f,17/09/2007, 21  neadow  street  suicidal , st  kilda ,3182.0,vic, 03  5795  7386 ,flynn.bill@aol.com
e134150028,14, 9719  74115  1  2 ,not-married,151,67,29,67,133,0,constipation,2018-08-10t05:53+00:00,16,senior-secondary-school,casual-worker,0.0, 4164  9172  5458  5324 ,3,2020-01-14t04:25+00:00,rec-79661,steven,olivares,medlin,f,15/10/2004, 57  mitchell  street  ashdown  hse , north  ward ,4810.0,qld, 07  4900  7005 ,medlin.steven@mail.com.au
a189744613,9, 6121  71296  2  2 ,married,134,38,21,77,152,0,phimosis,2020-02-01t15:16+00:00,9,primary-school,,0.0,,0,2020-04-02t11:26+00:00,rec-39028,leighton,gray,dawson,f,09/01/2011, 66  liverpool  street  bank  arcade ,hobart,7000.0,tas, 03  8038  2613 ,dawson10@gmail.com
